Yr,Mo,Date,RequestorTeams,Product,ActivityHead,GLHead,TotalAmount,FiscalYear
2020,1,2020-01-17,Unknown,Galvecta Plus 1000,Equipment Medical & Other (With Doctor),Equipments - S&D,38370.0,FY19-20
2020,1,2020-01-17,Unknown,Gouric,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,50000.0,FY19-20
2020,1,2020-01-17,Unknown,Lowplat,Renovation Ward (With Doctor),Renovation Wards - S&D,100000.0,FY19-20
2020,1,2020-01-17,Unknown,Lowplat Plus,Renovation Ward (With Doctor),Renovation Wards - S&D,100000.0,FY19-20
2020,1,2020-01-17,BRAVO,Xcept,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,122000.0,FY19-20
2020,1,2020-01-17,BRAVO,Xplended 20,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,80000.0,FY19-20
2020,1,2020-01-17,MAVERICKS,Evopride Plus,Others,Others - S&D,50000.0,FY19-20
2020,1,2020-01-17,MAVERICKS,Telsarta-A,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,1,2020-01-20,Unknown,Tansin Family,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY19-20
2020,1,2020-01-20,MAVERICKS,Evopride Plus,Others,Others - S&D,25000.0,FY19-20
2020,1,2020-01-20,TITANS,PARIDOPA,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY19-20
2020,1,2020-01-21,Unknown,Duzalta,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,46200.0,FY19-20
2020,1,2020-01-21,Unknown,Xilica,Equipment Medical & Other (With Doctor),Equipments - S&D,13000.0,FY19-20
2020,1,2020-01-21,CHAMPIONS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,80000.0,FY19-20
2020,1,2020-01-21,EVOCHECK (TEAM),Evocheck BGM,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,126000.0,FY19-20
2020,1,2020-01-21,LEGENDS,BYVAS,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,20000.0,FY19-20
2020,1,2020-01-21,MAVERICKS,Evopride Plus,Folders,Folders - S&D,20000.0,FY19-20
2020,1,2020-01-21,MAVERICKS,REKLAIM,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,20000.0,FY19-20
2020,1,2020-01-22,Unknown,Avsar,Equipment Medical & Other (With Doctor),Equipments - S&D,30000.0,FY19-20
2020,1,2020-01-22,Unknown,Institutional Ad Pro,Equipment Medical & Other (With Doctor),Equipments - S&D,100000.0,FY19-20
2020,1,2020-01-23,Unknown,BYVAS,Equipment Medical & Other (With Doctor),Equipments - S&D,20000.0,FY19-20
2020,1,2020-01-23,Unknown,Telsarta,Equipment Medical & Other (With Doctor),Equipments - S&D,20000.0,FY19-20
2020,1,2020-01-23,Unknown,Telsarta,Salary For Contractual,Social / Cultural / Educational Program  - S&D,18000.0,FY19-20
2020,1,2020-01-23,BRAVO,Xplended 20,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,23000.0,FY19-20
2020,1,2020-01-23,BRAVO,Xplended 20,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY19-20
2020,1,2020-01-23,LEGENDS,Lowplat Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,24600.0,FY19-20
2020,1,2020-01-23,TITANS,PARIDOPA,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,20000.0,FY19-20
2020,1,2020-01-24,Unknown,Evopride,Equipment Medical & Other (With Doctor),Equipments - S&D,18200.0,FY19-20
2020,1,2020-01-24,Unknown,Inosita,Salary For Contractual,Social / Cultural / Educational Program  - S&D,73500.0,FY19-20
2020,1,2020-01-24,Unknown,Lowplat Plus,Equipment Medical & Other (With Doctor),Equipments - S&D,31500.0,FY19-20
2020,1,2020-01-24,Unknown,Tansin Family,Equipments (With Doctor),Equipments - S&D,67000.0,FY19-20
2020,1,2020-01-24,Unknown,Xilica,Salary For Contractual,Social / Cultural / Educational Program  - S&D,21000.0,FY19-20
2020,1,2020-01-24,CHALLENGERS,Avsar,Others,Others - S&D,20000.0,FY19-20
2020,1,2020-01-24,LEGENDS,BYVAS,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,23000.0,FY19-20
2020,1,2020-01-24,MAVERICKS,REKLAIM,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY19-20
2020,1,2020-01-24,METABOLIZERS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,42500.0,FY19-20
2020,1,2020-01-27,Unknown,Lowplat,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,21991.0,FY19-20
2020,1,2020-01-27,Unknown,Lowplat Plus,Salary For Contractual,Social / Cultural / Educational Program  - S&D,84000.0,FY19-20
2020,1,2020-01-27,Unknown,Xplended,Equipments (With Doctor),Equipments - S&D,49000.0,FY19-20
2020,1,2020-01-27,BRAVO,SACVIN,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,15000.0,FY19-20
2020,1,2020-01-27,BRAVO,Xcept,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,110000.0,FY19-20
2020,1,2020-01-28,GLADIATORS,Ferfer,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY19-20
2020,1,2020-01-28,METABOLIZERS,Treatan,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,75000.0,FY19-20
2020,1,2020-01-29,Unknown,AGOVIZ,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,12500.0,FY19-20
2020,1,2020-01-29,Unknown,Xplended,Equipment Medical & Other (With Doctor),Equipments - S&D,105500.0,FY19-20
2020,1,2020-01-29,DIGITAL MARKETING,Avsar,A&P HRAB & Digital Marketing,A&P HRAB & Digital Marketing,1659.0,FY19-20
2020,1,2020-01-29,DIGITAL MARKETING,INOSITA PLUS XR,A&P HRAB & Digital Marketing,A&P HRAB & Digital Marketing,5505.0,FY19-20
2020,1,2020-01-30,Unknown,Lowplat,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,27500.0,FY19-20
2020,1,2020-01-30,TITANS,Klevra,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,15900.0,FY19-20
2020,1,2020-01-31,Unknown,Gouric,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY19-20
2020,1,2020-01-31,Unknown,Zoltar 40,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,15000.0,FY19-20
2020,1,2020-01-01,Unknown,ERLI,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,56697.0,FY19-20
2020,1,2020-01-01,Unknown,Xplended,Equipment Medical & Other (With Doctor),Equipments - S&D,87500.0,FY19-20
2020,1,2020-01-01,DIGITAL MARKETING,ANPLAG,Advertisment (W/O Doctor),Advertisement In Magazine & Others - S&D,1000.0,FY19-20
2020,1,2020-01-02,BRAVO,Xcept,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,30000.0,FY19-20
2020,1,2020-01-02,LEGENDS,BYVAS,RTD (With Doctor),Social / Cultural / Educational Program  - S&D,5000.0,FY19-20
2020,1,2020-01-02,MAVERICKS,Telsarta-A,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,1,2020-01-02,X-TREME,Xplended,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,80000.0,FY19-20
2020,1,2020-01-03,Unknown,Avsar,Equipments (With Doctor),Equipments - S&D,50000.0,FY19-20
2020,1,2020-01-03,Unknown,BYVAS,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,7500.0,FY19-20
2020,1,2020-01-03,Unknown,Evopride Plus,Equipment Medical & Other (With Doctor),Equipments - S&D,57500.0,FY19-20
2020,1,2020-01-03,Unknown,PARIDOPA,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,64900.0,FY19-20
2020,1,2020-01-03,CHAMPIONS,Lowplat,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY19-20
2020,1,2020-01-03,MAVERICKS,REKLAIM,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,20000.0,FY19-20
2020,1,2020-01-03,TITANS,PARIDOPA,Camps (W/O Doctor),Social / Cultural / Educational Program  - S&D,45000.0,FY19-20
2020,1,2020-01-06,Unknown,Avsar,Salary For Contractual,Social / Cultural / Educational Program  - S&D,90000.0,FY19-20
2020,1,2020-01-06,Unknown,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,100000.0,FY19-20
2020,1,2020-01-06,METABOLIZERS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,1,2020-01-07,Unknown,Duzalta,Equipments (With Doctor),Equipments - S&D,32100.0,FY19-20
2020,1,2020-01-07,CHAMPIONS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,240000.0,FY19-20
2020,1,2020-01-07,MAVERICKS,Telsarta-A,Book (W/O Doctor),Books / Journals / Magazines - S&D,40000.0,FY19-20
2020,1,2020-01-07,WINNERS,INOSITA PLUS XR,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,1,2020-01-08,Unknown,Unknown,Salary For Contractual,Social / Cultural / Educational Program  - S&D,0.0,FY19-20
2020,1,2020-01-08,Unknown,Evopride Plus,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,77500.0,FY19-20
2020,1,2020-01-08,Unknown,K1000,Renovation Ward (With Doctor),Renovation Wards - S&D,30000.0,FY19-20
2020,1,2020-01-08,Unknown,Ramipace,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,25000.0,FY19-20
2020,1,2020-01-08,BONE SAVIORS,OPT-D INJ,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,35000.0,FY19-20
2020,1,2020-01-08,GLADIATORS,Nise,Salary For Contractual,Social / Cultural / Educational Program  - S&D,7500.0,FY19-20
2020,1,2020-01-08,X-TREME,Lowplat Plus,Salary For Contractual,Social / Cultural / Educational Program  - S&D,16667.0,FY19-20
2020,1,2020-01-09,Unknown,Duzalta,Renovation Ward (With Doctor),Renovation Wards - S&D,15000.0,FY19-20
2020,1,2020-01-09,LEGENDS,Lowplat Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,35076.0,FY19-20
2020,1,2020-01-10,Unknown,INOSITA PLUS XR,Equipment Medical & Other (With Doctor),Equipments - S&D,100000.0,FY19-20
2020,1,2020-01-10,BONE SAVIORS,OPT-D INJ,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,156500.0,FY19-20
2020,1,2020-01-10,BRAVO,Xplended 20,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,241300.0,FY19-20
2020,1,2020-01-10,CHAMPIONS,Xcept,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,92910.0,FY19-20
2020,1,2020-01-13,Unknown,Xplended 20,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,75000.0,FY19-20
2020,1,2020-01-14,CHALLENGERS,ANPLAG,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY19-20
2020,1,2020-01-14,CHALLENGERS,Lowplat,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,35000.0,FY19-20
2020,1,2020-01-15,Unknown,Avsar,Screening (With Doctor),Screening - S&D,50000.0,FY19-20
2020,1,2020-01-15,Unknown,Lowplat,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,173617.0,FY19-20
2020,1,2020-01-15,X-TREME,Xplended,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,55000.0,FY19-20
2020,1,2020-01-16,Unknown,Avsar,Salary For Contractual,Social / Cultural / Educational Program  - S&D,300000.0,FY19-20
2020,1,2020-01-16,Unknown,Opt-D,Renovation Ward (With Doctor),Renovation Wards - S&D,24160.0,FY19-20
2020,1,2020-01-16,Unknown,OPT-D INJ,Renovation Ward (With Doctor),Renovation Wards - S&D,79600.0,FY19-20
2020,1,2020-01-16,BRAVO,Xplended 20,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,20000.0,FY19-20
2020,1,2020-01-16,CHAMPIONS,Lowplat,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,71500.0,FY19-20
2020,1,2020-01-17,Unknown,OPT-D INJ,Equipments (With Doctor),Equipments - S&D,32000.0,FY19-20
2020,1,2020-01-17,Unknown,Ramipace,Renovation Ward (With Doctor),Renovation Wards - S&D,50000.0,FY19-20
2020,1,2020-01-17,Unknown,Revolic,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,30000.0,FY19-20
2020,1,2020-01-18,MAVERICKS,Telsarta-A,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,10000.0,FY19-20
2020,1,2020-01-21,Unknown,Evopride Plus,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,23800.0,FY19-20
2020,1,2020-01-21,Unknown,Inosita,Equipment Medical & Other (With Doctor),Equipments - S&D,32500.0,FY19-20
2020,1,2020-01-21,MAVERICKS,Telsarta-A,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY19-20
2020,1,2020-01-22,Unknown,Lowplat Plus,Equipment Medical & Other (With Doctor),Equipments - S&D,45000.0,FY19-20
2020,1,2020-01-22,TITANS,PARIDOPA,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY19-20
2020,1,2020-01-23,Unknown,BYVAS,Salary For Contractual,Social / Cultural / Educational Program  - S&D,18000.0,FY19-20
2020,1,2020-01-23,Unknown,INOSITA PLUS XR,Screening (With Doctor),Screening - S&D,90000.0,FY19-20
2020,1,2020-01-23,Unknown,Telsarta-A,Equipment Medical & Other (With Doctor),Equipments - S&D,20000.0,FY19-20
2020,1,2020-01-23,TITANS,Corporate Account Ad Pro,Idea Generation Meeting,Idea Generation Meeting,480000.0,FY19-20
2020,1,2020-01-24,Unknown,ERLI,Salary For Contractual,Social / Cultural / Educational Program  - S&D,10500.0,FY19-20
2020,1,2020-01-24,Unknown,ERLI,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,31500.0,FY19-20
2020,1,2020-01-24,Unknown,Telsarta,Equipment Medical & Other (With Doctor),Equipments - S&D,36000.0,FY19-20
2020,1,2020-01-24,BRAVO,SACVIN,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,13500.0,FY19-20
2020,1,2020-01-24,BRAVO,Xplended 20,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,15000.0,FY19-20
2020,1,2020-01-24,MAVERICKS,Telsarta-A,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,1,2020-01-27,CHAMPIONS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY19-20
2020,1,2020-01-27,METABOLIZERS,Avsar,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY19-20
2020,1,2020-01-27,TITANS,PARIDOPA,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,21000.0,FY19-20
2020,1,2020-01-28,Unknown,Estar,Equipments (With Doctor),Equipments - S&D,132000.0,FY19-20
2020,1,2020-01-28,Unknown,Lowplat,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,100000.0,FY19-20
2020,1,2020-01-28,Unknown,OPT-D INJ,Doctors Printing,Prescription Pads - S&D,9120.0,FY19-20
2020,1,2020-01-28,METABOLIZERS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,100000.0,FY19-20
2020,1,2020-01-29,Unknown,INOSITA PLUS XR,Equipment Medical & Other (With Doctor),Equipments - S&D,150000.0,FY19-20
2020,1,2020-01-29,Unknown,Xilica,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY19-20
2020,1,2020-01-29,BRAVO,Xplended 20,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,1,2020-01-29,DIGITAL MARKETING,Avsar,Advertisment (W/O Doctor),Advertisement In Magazine & Others - S&D,1659.0,FY19-20
2020,1,2020-01-29,DIGITAL MARKETING,Corporate Account Ad Pro,A&P HRAB & Digital Marketing,A&P HRAB & Digital Marketing,26490.0,FY19-20
2020,1,2020-01-29,DIGITAL MARKETING,Corporate Account Ad Pro,A&P PharmAssist,Other,4000.0,FY19-20
2020,1,2020-01-29,DIGITAL MARKETING,INOSITA PLUS XR,Advertisment (W/O Doctor),Advertisement In Magazine & Others - S&D,5505.0,FY19-20
2020,1,2020-01-30,Unknown,Kalsob,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY19-20
2020,1,2020-01-30,Unknown,OPT-D INJ,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,50000.0,FY19-20
2020,1,2020-01-30,Unknown,OPT-D INJ,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY19-20
2020,1,2020-01-30,TITANS,AGOVIZ,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,20000.0,FY19-20
2020,1,2020-01-30,TITANS,Ramipace,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,100000.0,FY19-20
2020,1,2020-01-31,Unknown,Evofix Cap,Equipments (With Doctor),Equipments - S&D,34025.0,FY19-20
2020,1,2020-01-31,Unknown,Lowplat,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,62572.0,FY19-20
2020,1,2020-01-31,Unknown,Telsarta-A,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,50000.0,FY19-20
2020,1,2020-01-31,BRAVO,Xcept,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,18850.0,FY19-20
2020,2,2020-02-03,Unknown,Avsar,Salary For Contractual,Social / Cultural / Educational Program  - S&D,95000.0,FY19-20
2020,2,2020-02-03,Unknown,Lowplat,Salary For Contractual,Social / Cultural / Educational Program  - S&D,40000.0,FY19-20
2020,2,2020-02-03,Unknown,Xplended,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,20000.0,FY19-20
2020,2,2020-02-03,ELITE,Opt-D,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,12000.0,FY19-20
2020,2,2020-02-03,LEGENDS,Lowplat Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY19-20
2020,2,2020-02-03,X-TREME,Lowplat,Salary For Contractual,Social / Cultural / Educational Program  - S&D,29833.0,FY19-20
2020,2,2020-02-06,Unknown,Xplended 20,Conference (With Doctor),Seminars / Symposium / Video Shows - S&D,117000.0,FY19-20
2020,2,2020-02-06,MAVERICKS,REKLAIM,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,20000.0,FY19-20
2020,2,2020-02-07,CHALLENGERS,ANPLAG,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,15000.0,FY19-20
2020,2,2020-02-07,LEGENDS,BYVAS,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,23000.0,FY19-20
2020,2,2020-02-07,LEGENDS,BYVAS,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,5000.0,FY19-20
2020,2,2020-02-10,Unknown,Avsar,Equipment Medical & Other (With Doctor),Equipments - S&D,150000.0,FY19-20
2020,2,2020-02-10,Unknown,Estar,Doctors Printing,Prescription Pads - S&D,48000.0,FY19-20
2020,2,2020-02-10,Unknown,Xplended,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,12000.0,FY19-20
2020,2,2020-02-10,CHALLENGERS,ANPLAG,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,70000.0,FY19-20
2020,2,2020-02-10,CHALLENGERS,Lowplat Plus,Workshops (W/O Doctor),Seminars / Symposium / Video Shows - S&D,10000.0,FY19-20
2020,2,2020-02-10,METABOLIZERS,Avsar,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,30540.0,FY19-20
2020,2,2020-02-10,METABOLIZERS,Avsar,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,18000.0,FY19-20
2020,2,2020-02-11,Unknown,Corporate Account Ad Pro,A&P CALENDAR,A&P Calendars,30000.0,FY19-20
2020,2,2020-02-11,Unknown,Estar,Renovation Ward (With Doctor),Renovation Wards - S&D,26400.0,FY19-20
2020,2,2020-02-11,Unknown,Ramipace,Renovation Ward (With Doctor),Renovation Wards - S&D,27200.0,FY19-20
2020,2,2020-02-11,CHAMPIONS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,2,2020-02-11,MAVERICKS,AGOVIZ,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,60000.0,FY19-20
2020,2,2020-02-11,MAVERICKS,Corporate Account Ad Pro,Idea Generation Meeting,Idea Generation Meeting,3825.0,FY19-20
2020,2,2020-02-11,METABOLIZERS,Avsar,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,65000.0,FY19-20
2020,2,2020-02-11,TITANS,Estar,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,2,2020-02-11,TITANS,PARIDOPA,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,81000.0,FY19-20
2020,2,2020-02-11,TITANS,Ramipace,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,70000.0,FY19-20
2020,2,2020-02-12,CORPORATE COMMUNICATION,Corporate Account Ad Pro,A&P CALENDAR,A&P Calendars,51200.0,FY19-20
2020,2,2020-02-12,GLADIATORS,Nise,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY19-20
2020,2,2020-02-12,MAVERICKS,REKLAIM,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY19-20
2020,2,2020-02-12,TITANS,Klevra,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,12000.0,FY19-20
