Material Name,2024.0,2025.0,Growth,Status
EVODOXIM SUSP. 40MG/5ML CP (VNM),0.0,0.0,0.0,✅ Stable
EVODOXIM SUSP. 40MG/5ML CP 1X50ML,116550.0,11900.0,-89.7897897897898,🔴 Critical
EVODOXIM SUSP. 40MG/5ML PS 25ML,0.0,0.0,0.0,✅ Stable
EVODOXIM TAB. 100MG CP 1X10'S,0.0,0.0,0.0,✅ Stable
EVODOXIM TAB. 100MG PS,0.0,0.0,0.0,✅ Stable
EVOFIX CAP. 400MG CP (AFG) 2X5'S,28971.56,0.0,-100.0,🔴 Critical
EVOFIX CAP. 400MG CP (CMB),0.0,0.0,0.0,✅ Stable
EVOFIX CAP. 400MG CP (GHN) 2X5'S,0.0,0.0,0.0,✅ Stable
EVOFIX CAP. 400MG CP (GTM) 1X1'S,224.95,0.0,-100.0,🔴 Critical
EVOFIX CAP. 400MG CP (GTM) 1X5'S,0.0,0.0,0.0,✅ Stable
EVOFIX CAP. 400MG CP (GTM) 2X5'S,2911.65,0.0,-100.0,🔴 Critical
EVOFIX CAP. 400MG CP (NIG) 2X5'S,0.0,0.0,0.0,✅ Stable
EVOFIX CAP. 400MG CP (QA) 10'S,0.0,0.0,0.0,✅ Stable
EVOFIX CAP. 400MG CP (SWL) 1X5'S,0.0,0.0,0.0,✅ Stable
EVOFIX CAP. 400MG CP 2X5'S,36271006.32,44082422.91,21.536255490360478,🚀 Growing
EVOFIX DS SUSP. 200MG/5ML CP (AFG) 30ML,0.0,0.0,0.0,✅ Stable
EVOFIX DS SUSP. 200MG/5ML CP 1X30ML,7852186.7700000005,504303.37,-93.57754234875388,🔴 Critical
EVOFIX SUSP. 100MG/5ML CP (AFG) 30ML,30097.08,0.0,-100.0,🔴 Critical
EVOFIX SUSP. 100MG/5ML CP (GTM) 1X30ML,0.0,0.0,0.0,✅ Stable
EVOFIX SUSP. 100MG/5ML CP (GTM) 60ML,0.0,0.0,0.0,✅ Stable
EVOFIX SUSP. 100MG/5ML CP (KEN) 1X60ML,177.29999999999998,0.0,-100.0,🔴 Critical
EVOFIX SUSP. 100MG/5ML CP (NIG) 1X60ML,0.0,0.0,0.0,✅ Stable
EVOFIX SUSP. 100MG/5ML CP (PHL) 60ML,0.0,0.0,0.0,✅ Stable
EVOFIX SUSP. 100MG/5ML CP (SLK) 30ML,0.0,0.0,0.0,✅ Stable
EVOFIX SUSP. 100MG/5ML CP (SWL) 30ML,0.0,0.0,0.0,✅ Stable
EVOFIX SUSP. 100MG/5ML CP (TJS) 60ML,0.0,0.0,0.0,✅ Stable
EVOFIX SUSP. 100MG/5ML CP 1X30ML,10602110.09,442125.06,-95.82983900141711,🔴 Critical
EVOFIX SUSP. 100MG/5ML CP 1X60ML,4241252.25,306774.86,-92.76688011188206,🔴 Critical
EVOGAB CAP. 75MG (GHN) 28'S,0.0,0.0,0.0,✅ Stable
EVOKALM TAB. 100MG CP 1X10'S,29590808.94,41753148.71,41.10174816329303,🚀 Growing
EVOKALM TAB. 100MG INST. PIMH GR. 1X10'S,0.0,0.0,0.0,✅ Stable
EVOKALM TAB. 200MG CP 1X10'S,4235620.76,5741324.7,35.5486013813947,🚀 Growing
EVOKALM TAB. 25MG CP 1X10'S,22148481.85,29255019.73,32.085891611573366,🚀 Growing
EVOKALM TAB. 25MG CP MSDS 100X10'S,0.0,0.0,0.0,✅ Stable
EVOKALM XR TAB. 200MG CP 1X10'S,8670423.71,10820375.28,24.796384143491853,🚀 Growing
EVOKALM XR TAB. 300MG CP 2X5'S,10160674.08,11756589.53,15.706787142610516,✅ Stable
EVOPRIDE PLUS TAB. 1/500MG CP 3X10'S,35576146.38,40469947.82,13.755850304099173,✅ Stable
EVOPRIDE PLUS TAB. 2/500MG CP 3X10'S,124979838.59,164479745.82999998,31.605023406679678,🚀 Growing
EVOPRIDE TAB. 1MG CP 3X10'S,10666487.59,10622461.67,-0.41274992942639266,✅ Stable
EVOPRIDE TAB. 1MG CP MSDS 180X10'S,0.0,0.0,0.0,✅ Stable
EVOPRIDE TAB. 2MG CP (VNM),0.0,0.0,0.0,✅ Stable
EVOPRIDE TAB. 2MG CP 3X10'S,51868615.92,54196478.0,4.487997296072824,✅ Stable
EVOPRIDE TAB. 2MG CP INST. 180X10'S,0.0,0.0,0.0,✅ Stable
EVOPRIDE TAB. 2MG CP MSDS 180X10'S,0.0,0.0,0.0,✅ Stable
EVOPRIDE TAB. 2MG CP PUNJAB INST. 3X10'S,0.0,32642.76,3264276.0,🚀 Growing
EVOPRIDE TAB. 2MG INST. CPEIC 180X10'S,0.0,0.0,0.0,✅ Stable
EVOPRIDE TAB. 2MG INST. RIC 3X10'S,0.0,0.0,0.0,✅ Stable
EVOPRIDE TAB. 3MG CP 3X10'S,25832545.01,27190936.240000002,5.258449097733713,✅ Stable
EVOPRIDE TAB. 3MG CP MSDS 180X10'S,0.0,0.0,0.0,✅ Stable
EVOPRIDE TAB. 3MG INST. DGDP CP,2330027.73,0.0,-100.0,🔴 Critical
EVOPRIDE TAB. 4MG CP 3X10'S,67008470.29,61091021.620000005,-8.830896518589954,✅ Stable
EVOROX INJ. 750MG CP (AFG),0.0,0.0,0.0,✅ Stable
EVOROX INJ. 750MG CP (KEN) 1X1'S,0.0,0.0,0.0,✅ Stable
EVOROX SUSP. 125MG/5ML CP (AFG) 1X50ML,13836.3,25711.92,85.82944862427094,🚀 Growing
EVOROX SUSP. 125MG/5ML CP (KEN),0.0,0.0,0.0,✅ Stable
EVOROX TAB. 250MG CP (AFG) 1X10'S,0.0,0.0,0.0,✅ Stable
EVOSART TAB. 20MG CP (SLK) 6X10'S,1117.04,4438.28,297.32507340829335,🚀 Growing
EVOSART TAB. 20MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
EVOSART TAB. 40MG CP (SLK) 6X10'S,1286.3,1012.7,-21.27031019202363,⚠️ Declining
EVOSART TAB. 40MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
EVOSART-D TAB. 40/12.50MG CP (SLK),0.0,0.0,0.0,✅ Stable
EVOSART-D TAB. 40/12.50MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
EVOTAXIME INJ. 1G CP (AFG),0.0,0.0,0.0,✅ Stable
EVOTAXIME INJ. 500MG CP (AFG),7794.15,0.0,-100.0,🔴 Critical
EVOZID INJ. 1G CP (AFG),0.0,0.0,0.0,✅ Stable
EVOZID INJ. 1G CP (MDV),1628.9,0.0,-100.0,🔴 Critical
EVOZID INJ. 500MG CP (AFG),0.0,0.0,0.0,✅ Stable
FASTESO TAB. 20MG CP (GTM) 2X7'S,786.01,0.0,-100.0,🔴 Critical
FASTESO TAB. 20MG CP (IQ) 28'S,0.0,0.0,0.0,✅ Stable
FASTESO TAB. 20MG CP 2X7'S,5711033.35,7556054.33,32.30625469907299,🚀 Growing
FASTESO TAB. 40MG CP (CMB),0.0,0.0,0.0,✅ Stable
FASTESO TAB. 40MG CP (GTM) 2X7'S,574.69,0.0,-100.0,🔴 Critical
FASTESO TAB. 40MG CP (IQ) 28'S,0.0,0.0,0.0,✅ Stable
FASTESO TAB. 40MG CP (MDV),764.4,0.0,-100.0,🔴 Critical
FASTESO TAB. 40MG CP 2X7'S,15985679.29,21820302.6,36.49906396939859,🚀 Growing
FASTESO TABLET 40MG CP MSDS INST.152X7'S,0.0,0.0,0.0,✅ Stable
FEMOVA SAC. CP (QA) 1X10'S,0.0,0.0,0.0,✅ Stable
FEMOVA SAC. CP (TJS) 10'S,0.0,0.0,0.0,✅ Stable
FEMOVA SAC. CP (TJS) 1X30'S,0.0,8712.0,871200.0,🚀 Growing
FEMOVA SAC. CP 1X10'S,100056134.01,137844979.06,37.76764455662781,🚀 Growing
FERFER GRO SAC. CP (QA) 30'S,0.0,0.0,0.0,✅ Stable
FERFER GRO SAC. CP (TJS) 30'S,0.0,0.0,0.0,✅ Stable
FERFER GRO SAC. CP (UZB) 1X30'S,1360.1,0.0,-100.0,🔴 Critical
FERFER GRO SAC. CP 1X30'S,27363083.87,2042.3,-99.99253629448455,🔴 Critical
FERFER SAC. CP (AFG) 1X30’S,74902.15,0.0,-100.0,🔴 Critical
FERFER SAC. CP (KEN) 1X30’S,0.0,0.0,0.0,✅ Stable
FERFER SAC. CP (QA) 30'S,3528.0,0.0,-100.0,🔴 Critical
FERFER SAC. CP (TJS) 30'S,0.0,0.0,0.0,✅ Stable
FERFER SAC. CP (UZB) 1X30'S,991.8,0.0,-100.0,🔴 Critical
FERFER SAC. CP 1X30'S,99902516.84,151466532.08,51.61433052040414,🚀 Growing
FINNO-Q SAC. 3G CP 1X10'S,15434782.24,34513507.68,123.60864664845441,🚀 Growing
FIXATON SUSP. 100MG/5ML CP (AZN) 1X30ML,0.0,0.0,0.0,✅ Stable
FLORACTIVA SAC. 250MG CP (GTM),3490.41,0.0,-100.0,🔴 Critical
FLORACTIVA SAC. 250MG CP (GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
FLOW-Q CAP 0.4MG CP (KEN) 10'S,781.6,749.6,-4.094165813715455,✅ Stable
FORSONIDE CAP. 50/250 MCG CP 3X10'S,0.0,3583625.6100000003,358362561.00000006,🚀 Growing
FORSONIDE CAP. 50/500 MCG CP 3X10'S,0.0,5140632.85,514063284.99999994,🚀 Growing
FREEDEP TAB. 100MG CP 2X10'S,0.0,0.0,0.0,✅ Stable
FREEDEP TAB. 50MG CP,12480.0,60800.0,387.1794871794872,🚀 Growing
FREEDEP TAB. 50MG PS 2'S,0.0,0.0,0.0,✅ Stable
GABIN TAB. 400MG CP (GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
GABIN TAB. 400MG CP (GTM) 3X10'S,2405.76,3282.72,36.452513966480424,🚀 Growing
GALVECTA PLUS TAB. 50/1000MG CP 2X7'S,18273677.32,16626447.26,-9.014223197413889,✅ Stable
GALVECTA PLUS TAB. 50/500MG CP 2X7'S,23417599.19,20237974.89,-13.577926046995428,⚠️ Declining
GALVECTA PLUS TAB. 50/850MG CP 2X7'S,35321410.39,32746723.84,-7.2893084437220885,✅ Stable
GALVECTA TAB. 50MG CP 1X10'S,7328318.3100000005,6363271.5200000005,-13.168734615186223,⚠️ Declining
GOURIC TAB. 40MG CP (CMB) 2X10'S,0.0,0.0,0.0,✅ Stable
GOURIC TAB. 40MG CP (IQ) 3X10'S,0.0,0.0,0.0,✅ Stable
GOURIC TAB. 40MG CP (MMR),741.8100000000001,701.5200000000001,-5.431309904153349,✅ Stable
GOURIC TAB. 40MG CP (QA) 20'S,0.0,0.0,0.0,✅ Stable
GOURIC TAB. 40MG CP (SLK) 2X10'S,0.0,2430.12,243012.0,🚀 Growing
GOURIC TAB. 40MG CP 2X10'S,187616942.46,232788005.08,24.076217226293668,🚀 Growing
GOURIC TAB. 40MG CP INST. 100X10S,0.0,0.0,0.0,✅ Stable
GOURIC TAB. 40MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
GOURIC TAB. 80MG CP (IQ) 3X10'S,0.0,564.0,56400.0,🚀 Growing
GOURIC TAB. 80MG CP (MMR),0.0,0.0,0.0,✅ Stable
GOURIC TAB. 80MG CP (QA) 20'S,0.0,0.0,0.0,✅ Stable
GOURIC TAB. 80MG CP 2X10'S,154460106.44,218096716.01,41.199382181391684,🚀 Growing
HISTALIS TAB. 10MG CP 1X10'S,12273229.73,14785277.38,20.467698440123634,🚀 Growing
HISTALIS TAB. 20MG CP 1X10'S,5512782.28,11612198.620000001,110.64134279578334,🚀 Growing
IBANDRO TAB. 150MG CP,5974.62,0.0,-100.0,🔴 Critical
IBANDRO TAB. 150MG CP (SLK),0.0,0.0,0.0,✅ Stable
INOSITA PLUS 50/500MG INST CPEIC 49X7'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB 50/1000MG CP (MRT) 14'S,0.0,1527.31,152731.0,🚀 Growing
INOSITA PLUS TAB 50/1000MG CP(SLK) 4X7'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB.  50/1000MG CP (MMR),0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB.  50/500MG CP (IQ) 28'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB.  50/500MG CP (MMR),0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB. 50/1000MG CP (CMB),0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB. 50/1000MG CP (CMR)14'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB. 50/1000MG CP (GTM) 28S,2863.78,0.0,-100.0,🔴 Critical
INOSITA PLUS TAB. 50/1000MG CP (IQ) 28'S,951.0,904.5,-4.889589905362776,✅ Stable
INOSITA PLUS TAB. 50/1000MG CP (KEN) 28',0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB. 50/1000MG CP 28S (AFG),0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB. 50/1000MG CP 4X7'S,147862031.28,206236272.57,39.478857949313024,🚀 Growing
INOSITA PLUS TAB. 50/500MG CP (CMB),0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB. 50/500MG CP (CMR) 14'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB. 50/500MG CP (GTM) 28'S,2679.02,2908.48,8.565072302558399,✅ Stable
INOSITA PLUS TAB. 50/500MG CP (KEN) 28'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB. 50/500MG CP 28'S (AFG),176021.28,481.92,-99.72621492128678,🔴 Critical
INOSITA PLUS TAB. 50/500MG CP 4X7'S,285379410.31,404187134.77,41.631498337929266,🚀 Growing
INOSITA PLUS TAB. 50/850MG CP 28'S (AFG),89637.24,0.0,-100.0,🔴 Critical
INOSITA PLUS TAB. 50/850MG CP 4X7'S,121304015.67,147442511.64000002,21.547923063905948,🚀 Growing
INOSITA PLUS TAB. 50/850MG CP DGDP 4X7'S,0.0,485760.0,48576000.0,🚀 Growing
INOSITA PLUS TAB.50/1000MG CP INST.7X49S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB.50/1000MG CP(GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB.50/500MG CP (GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS TAB.50/500MG CP INST.7X49'S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS XR TAB. 100/1000MG CP (AFG),103834.32,59774.38,-42.432925838008096,🔴 Critical
INOSITA PLUS XR TAB. 100/1000MG CP 2X7'S,45822228.95,58323841.54,27.28285567173396,🚀 Growing
INOSITA PLUS XR TAB. 50/1000MG CP (AFG),72708.0,0.0,-100.0,🔴 Critical
INOSITA PLUS XR TAB. 50/1000MG CP (IQ),0.0,0.0,0.0,✅ Stable
INOSITA PLUS XR TAB. 50/1000MG CP (TJS),0.0,766.3000000000001,76630.0,🚀 Growing
INOSITA PLUS XR TAB. 50/1000MG CP 2X7'S,50578053.98,70149743.86,38.69601208409325,🚀 Growing
INOSITA PLUS XR TAB. 50/1000MG CP(GTM)2S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS XR TAB. 50/500MG CP (TJS),0.0,630.96,63096.0,🚀 Growing
INOSITA PLUS XR TAB. 50/500MG CP 2X7'S,94456414.64,108714780.49,15.09518004080786,✅ Stable
INOSITA PLUS XR TAB. 50/500MG CP(AFG)2X7,0.0,0.0,0.0,✅ Stable
INOSITA PLUS XR TAB.100/1000MG CP(GTM)2S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS XR TAB.100/1000MG CP(IQ)4X7,0.0,0.0,0.0,✅ Stable
INOSITA PLUS XR TAB.100/1000MGCP(GTM)28S,0.0,0.0,0.0,✅ Stable
INOSITA PLUS XR TAB.50/1000MG CP(GTM)28S,4532.77,0.0,-100.0,🔴 Critical
INOSITA TAB. 100MG CP (GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
INOSITA TAB. 100MG CP (GTM) 3X10'S,4196.28,0.0,-100.0,🔴 Critical
INOSITA TAB. 100MG CP (KEN) 28'S,4282.88,2955.45,-30.993863942020326,🔴 Critical
INOSITA TAB. 100MG CP (MLI) 4X7'S,0.0,4077.45,407745.0,🚀 Growing
INOSITA TAB. 100MG CP (MMR) 1X10'S,0.0,0.0,0.0,✅ Stable
INOSITA TAB. 100MG CP (SLK) 7X10'S,20179.73,4208.38,-79.14550888441025,🔴 Critical
INOSITA TAB. 100MG CP 4X7'S,1720307.1199999999,1086102.23,-36.86579463787838,🔴 Critical
INOSITA TAB. 100MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
INOSITA TAB. 25MG CP 1X10'S,2354365.73,3202613.08,36.02869933041372,🚀 Growing
INOSITA TAB. 50MG CP (KEN) 28'S,3302.88,0.0,-100.0,🔴 Critical
INOSITA TAB. 50MG CP (MMR),0.0,0.0,0.0,✅ Stable
INOSITA TAB. 50MG CP (SLK) 7X10'S,2446.7000000000003,0.0,-100.0,🔴 Critical
INOSITA TAB. 50MG CP 4X7'S,81741688.76,87533563.03,7.085581858976993,✅ Stable
INOSITA TAB. 50MG CP SPC (SLK) 7X10'S,0.0,0.0,0.0,✅ Stable
INOSITA TAB. 50MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
INURIC-G TAB. 80MG CP (GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
INURIC-G TAB. 80MG CP (GTM) 3X10'S,0.0,0.0,0.0,✅ Stable
IPRAZYME INH. SOL. 0.025% CP 5X2ML,0.0,11707983.29,1170798329.0,🚀 Growing
IPRAZYME-S INH. SOL. 0.5/2.5MG CP 5X2ML,0.0,10245396.62,1024539661.9999999,🚀 Growing
ITIPSO TAB. 50MG CP 1X10'S,13156891.36,24236642.63,84.21253141669173,🚀 Growing
IVABRADINE TAB. 5MG CP SPC (SLK) 2X7'S,0.0,0.0,0.0,✅ Stable
IVADIN TAB. 5MG CP (IQ) 28'S,1787.24,0.0,-100.0,🔴 Critical
IVADIN TAB. 5MG CP (SLK) 2X7'S,0.0,0.0,0.0,✅ Stable
IVADIN TAB. 5MG CP 14'S,15295937.89,1056961.47,-93.08992048999487,🔴 Critical
IVADIN TAB. 7.5MG CP (IQ) 28'S,2689.2000000000003,0.0,-100.0,🔴 Critical
IVADIN TAB. 7.5MG CP 14'S,4042077.4099999997,943135.62,-76.66705695277616,🔴 Critical
K-1000 PLUS SAC. CP 1X10'S,0.0,22240617.97,2224061797.0,🚀 Growing
K-1000 TAB. CP (QA) 30'S,0.0,0.0,0.0,✅ Stable
K-1000 TAB. CP 1X30'S,107516407.92,130981012.96,21.824208503561017,🚀 Growing
KALSOB TAB. CP (AFG) 1X30’S,190408.5,49284.64,-74.11636560342632,🔴 Critical
KALSOB TAB. CP (GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
KALSOB TAB. CP (GTM) 1X30'S,0.0,0.0,0.0,✅ Stable
KALSOB TAB. CP (KEN) 1X30’S,0.0,0.0,0.0,✅ Stable
KALSOB TAB. CP 1X30'S,108646964.59,163527013.61,50.51227084631432,🚀 Growing
KLEVRA SOLN. 500MG/5ML CP (GTM) 30ML,0.0,0.0,0.0,✅ Stable
KLEVRA SOLN. 500MG/5ML CP (GTM) 60ML,0.0,0.0,0.0,✅ Stable
KLEVRA SOLN. 500MG/5ML CP 1X60ML,17543583.99,23468874.82,33.77468841815601,🚀 Growing
KLEVRA TAB. 250MG CP 3X10'S,17202834.29,19368097.75,12.586666961377798,✅ Stable
KLEVRA TAB. 500MG CP (PHL) 10X10'S,0.0,0.0,0.0,✅ Stable
KLEVRA TAB. 500MG CP (PHL) 30'S,0.0,0.0,0.0,✅ Stable
KLEVRA TAB. 500MG CP (ZM) 30'S,0.0,0.0,0.0,✅ Stable
KLEVRA TAB. 500MG CP 3X10'S,4787820.42,2706617.08,-43.468700941795134,🔴 Critical
KLEVRA XR TAB. 500MG CP (GTM) 2'S,0.0,0.0,0.0,✅ Stable
KLEVRA XR TAB. 500MG CP (GTM) 5X6'S,2592.0,0.0,-100.0,🔴 Critical
KLEVRA XR TAB. 500MG CP 2X5'S,4243440.8,4306152.87,1.4778589582303185,✅ Stable
LEVE Q TAB. 250MG CP (KEN) 30'S,0.0,0.0,0.0,✅ Stable
LEVE Q TAB. 500MG CP (KEN) 30'S,0.0,0.0,0.0,✅ Stable
LINENTA TAB. 5MG CP (IQ) 30'S,0.0,0.0,0.0,✅ Stable
LOWPLAT PLUS TAB. 75/150MG CP (AFG),23854.500000000004,0.0,-100.0,🔴 Critical
LOWPLAT PLUS TAB. 75/150MG CP 1X10'S,10697289.91,9198713.85,-14.008931912737143,⚠️ Declining
LOWPLAT PLUS TAB. 75/75MG CP (AFG) 1X10',0.0,12309.23,1230923.0,🚀 Growing
LOWPLAT PLUS TAB. 75/75MG CP 1X10'S,67371553.17,89422306.62,32.730065454122595,🚀 Growing
LOWPLAT PLUS TAB. 75/75MG CP DGDP 1X10'S,0.0,307522.5,30752250.0,🚀 Growing
LOWPLAT PLUS TAB. 75MG CP (MMR),0.0,438.75,43875.0,🚀 Growing
LOWPLAT PLUS TAB.75MG CP INST.63X10'S,0.0,0.0,0.0,✅ Stable
LOWPLAT PLUS TAB.75MG CP INST.72X10'S,0.0,0.0,0.0,✅ Stable
LOWPLAT PLUS TAB.75MG CP RIC INST63X10'S,0.0,0.0,0.0,✅ Stable
LOWPLAT TAB. 75MG CP (AFG) 1X10'S,0.0,0.0,0.0,✅ Stable
LOWPLAT TAB. 75MG CP (MMR),0.0,342.29999999999995,34229.99999999999,🚀 Growing
LOWPLAT TAB. 75MG CP 1X10'S,60519886.38,64145422.64,5.9906527868137704,✅ Stable
LOWPLAT TAB. 75MG CP CPEIC INST.10X100'S,0.0,0.0,0.0,✅ Stable
LOWPLAT TAB. 75MG CP DGDP 1X10'S,914883.2000000001,168704.0,-81.56005050699369,🔴 Critical
LOWPLAT TAB. 75MG CP INST. 100X10'S,0.0,0.0,0.0,✅ Stable
LOWPLAT TAB. 75MG CP INST. 100X10'S PIC,0.0,0.0,0.0,✅ Stable
LOWPLAT TAB. 75MG CP WIC INST.100X10'S,0.0,0.0,0.0,✅ Stable
MALSAR TAB. 50MG CP (PHL) 100'S,0.0,0.0,0.0,✅ Stable
MC-510-E2-INFRARED THERMOMETER,0.0,0.0,0.0,✅ Stable
MOKZIA TAB. 400MG CP (AFG) 1X5'S,27136.0,0.0,-100.0,🔴 Critical
MOMIST NASAL SPRAY 50MCG CP 1X1'S,0.0,36491566.35,3649156635.0,🚀 Growing
MONKAST SAC. 4MG CP (SN) 1X28'S,0.0,0.0,0.0,✅ Stable
MONKAST TAB. 10MG CP (SN) 3X10'S,0.0,0.0,0.0,✅ Stable
MONKAST TAB. 5MG CP (SN) 3X10'S,0.0,0.0,0.0,✅ Stable
NE-C801S-KDE(V) NEB-NE-C801KD,0.0,0.0,0.0,✅ Stable
NE-C802-E (V) NEBULIZER COMP AIR BASIC,0.0,0.0,0.0,✅ Stable
NE-C803-E COMPL.AIR BASIC COMPS NEBULIZR,0.0,0.0,0.0,✅ Stable
NEO Q 10 CAP. 100MG CP 2X10’S,35008075.48,15402256.07,-56.003705262806406,🔴 Critical
NISE TAB. 100MG CP (AFG) 2X10'S,0.0,0.0,0.0,✅ Stable
NISE TAB. 100MG CP 2X10'S,59058072.56,81408647.72,37.84508059807226,🚀 Growing
NUCARD TAB. 160MG CP (NIG)  4X7'S,143.56,0.0,-100.0,🔴 Critical
NUCARD TAB. 80MG CP (NIG),242.49,0.0,-100.0,🔴 Critical
NUVAL COMPOSITUM TAB.160/10MG CP (GTM),0.0,1584.24,158424.0,🚀 Growing
NUVAL COMPOSITUMTAB.160/10MGCP(GTM)1X2'S,0.0,0.0,0.0,✅ Stable
OMRON BODY COMP MONITOR BF-508,0.0,0.0,0.0,✅ Stable
OMRON ECO TEMP BASIC MC-246,0.0,0.0,0.0,✅ Stable
OMRON EVOLV BPM HEM-7600T-E,0.0,0.0,0.0,✅ Stable
OMRON M1 BASIC BPM HEM-7121,0.0,0.0,0.0,✅ Stable
OMRON M1 LIMITED EDITION PACK (DH),0.0,0.0,0.0,✅ Stable
OMRON M3 COMFORT BPM HEM-7155,0.0,0.0,0.0,✅ Stable
OMRON M7 INTELLI IT BPM HEM-7361,0.0,0.0,0.0,✅ Stable
OMRON NEBULIZER NE-C101-E ESSENTIAL,0.0,0.0,0.0,✅ Stable
OMRON RS1 BPM HEM-6160,0.0,0.0,0.0,✅ Stable
OMRON WEIGH SCALE HN-289 MIDNIGHT BLACK,0.0,0.0,0.0,✅ Stable
ONITA SAC. 2G CP 1X7'S,65014561.97,17573153.95,-72.97043398045369,🔴 Critical
"OPT-D CAP. 100,000IU CP 1X2'S",7522326.99,9316917.22,23.85684951459416,🚀 Growing
"OPT-D CAP. 200,000IU CP 1X1'S",68109391.94,123448535.13,81.25038502582761,🚀 Growing
"OPT-D CAP. 25,000IU CP 1X4'S",6296634.42,9376118.7,48.90682981718985,🚀 Growing
"OPT-D ORAL / IM INJ. 200,000 IU CP (AFG)",0.0,0.0,0.0,✅ Stable
"OPT-D ORAL / IM INJ. 200,000 IU CP 1X1'S",30832144.61,46439275.58,50.61967361471843,🚀 Growing
ORSLIM CAP. 120MG CP (CMB),0.0,0.0,0.0,✅ Stable
ORSLIM CAP. 120MG CP (MMR),0.0,4890.0,489000.0,🚀 Growing
ORSLIM CAP. 120MG CP (QA) 30'S,0.0,4365.0,436500.0,🚀 Growing
ORSLIM CAP. 120MG CP (SLK) 3X10'S,8489.64,3153.62,-62.85331297911336,🔴 Critical
ORSLIM CAP. 120MG CP (TJS) 30'S,0.0,0.0,0.0,✅ Stable
ORSLIM CAP. 120MG CP 3X10'S,15434796.540000001,33081020.42,114.32754448216396,🚀 Growing
ORSLIM CAP. 120MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
OXABAN TAB. 10MG CP (SN) 2X10'S,0.0,2588.85,258885.0,🚀 Growing
OXABAN TAB. 15MG CP (SN) 4X7'S,0.0,2928.0,292800.0,🚀 Growing
OXABAN TAB. 20MG CP (SN) 4X7'S,0.0,6600.0,660000.0,🚀 Growing
OXIVORT TAB. 10MG CP (IQ) 4X7'S,0.0,0.0,0.0,✅ Stable
OXIVORT TAB. 10MG CP 2X7'S,5383947.38,651085.8,-87.90690632641362,🔴 Critical
OXIVORT TAB. 15MG CP (IQ) 4X7'S,0.0,0.0,0.0,✅ Stable
OXIVORT TAB. 20MG CP 2X7'S,1468364.61,11434.45,-99.22127992447327,🔴 Critical
OXIVORT TAB. 5MG CP (IQ) 4X7'S,0.0,0.0,0.0,✅ Stable
PARIDOPA TAB. 100/25/200MG CP 3X10'S,11146663.82,123580.66,-98.89132154700616,🔴 Critical
PARIDOPA TAB. 125/31.25/200MG CP 3X10'S,25497.88,27970.2,9.696178662696662,✅ Stable
PARIDOPA TAB. 150/37.5/200MG CP 3X10'S,0.0,19220.6,1922059.9999999998,🚀 Growing
PARIDOPA TAB. 200/50/200MG CP 3X10'S,32947.76,27604.88,-16.216216216216218,⚠️ Declining
PARIDOPA TAB. 50/12.5/200MG CP 3X10'S,9180501.42,10440808.91,13.728089919515533,✅ Stable
PARIDOPA TAB. 75/18.75/200MG CP 2X7'S,276953.95,197376.05000000002,-28.733260529412917,⚠️ Declining
PEMBROLIZUMAB INJ. 100MG CP 1X1'S,0.0,0.0,0.0,✅ Stable
PERABACTUM INJ. 1G CP,0.0,0.0,0.0,✅ Stable
PERABACTUM INJ. 1G PS,0.0,19940.0,1994000.0,🚀 Growing
PERABACTUM INJ. 2G CP,0.0,0.0,0.0,✅ Stable
PERABACTUM INJ. 2G PS,0.0,0.0,0.0,✅ Stable
PHYTUS SYP. CP 1X120ML,12811133.52,7207531.69,-43.74009388983403,🔴 Critical
