Material Name,2024.0,2025.0,Growth,Status
PREGAB-Q CAP 25MG CP (KEN) 20'S,0.0,0.0,0.0,✅ Stable
PREGAB-Q CAP 50MG CP (KEN) 20'S,0.0,0.0,0.0,✅ Stable
PREGAB-Q CAP 75MG CP (KEN) 20'S,0.0,0.0,0.0,✅ Stable
PRESUVAS TAB. 10MG CP (PHL) 100'S,0.0,0.0,0.0,✅ Stable
QSITA M TAB. 50/1000MG CP (KEN) 10'S,0.0,0.0,0.0,✅ Stable
QSITA M TAB. 50/500MG CP (KEN) 10'S,0.0,0.0,0.0,✅ Stable
QSITA TAB. 100MG CP (KEN) 14'S,1158.0,0.0,-100.0,🔴 Critical
QSITA TAB. 50MG CP (KEN) 14'S,838.1,0.0,-100.0,🔴 Critical
RAMIPACE TAB. 1.25MG CP (AFG) 2X14'S,39958.340000000004,5990.46,-85.00823607787511,🔴 Critical
RAMIPACE TAB. 1.25MG CP 2X14'S,34442361.23,35240856.53,2.3183523762142615,✅ Stable
RAMIPACE TAB. 10MG CP (AFG) 2X14'S,201353.45,0.0,-100.0,🔴 Critical
RAMIPACE TAB. 10MG CP 2X14'S,25056928.58,25905717.15,3.3874405926889564,✅ Stable
RAMIPACE TAB. 2.5MG CP (AFG) 2X14'S,31985.8,0.0,-100.0,🔴 Critical
RAMIPACE TAB. 2.5MG CP 2X14'S,125365498.04,139763948.76,11.485178095336815,✅ Stable
RAMIPACE TAB. 2.5MG CP DGDP 2X14'S,506635.50000000006,1210299.15,138.8895270860411,🚀 Growing
RAMIPACE TAB. 2.5MG CP MSDS 150X14'S,0.0,0.0,0.0,✅ Stable
RAMIPACE TAB. 5MG CP (AFG) 2X14'S,0.0,0.0,0.0,✅ Stable
RAMIPACE TAB. 5MG CP 2X14'S,102150168.13,110203374.27,7.883693475424533,✅ Stable
RAMIPACE TAB. 5MG CP MSDS 150X14'S,0.0,0.0,0.0,✅ Stable
RASTOR TAB. 10MG CP (GHN) 30'S,0.0,0.0,0.0,✅ Stable
RASTOR TAB. 20MG CP (GHN) 30'S,0.0,0.0,0.0,✅ Stable
REDEXA CAP. 30MG CP (AFG) 3X10'S,40811.04,12195.3,-70.11764463733343,🔴 Critical
REDEXA CAP. 30MG CP (TJS) 30'S,0.0,0.0,0.0,✅ Stable
REDEXA CAP. 30MG CP 3X10'S,15376533.77,10136310.49,-34.07935337301964,🔴 Critical
REDEXA CAP. 60MG CP (AFG) 3X10'S,24796.82,0.0,-100.0,🔴 Critical
REDEXA CAP. 60MG CP 3X10'S,26795432.73,17588802.4,-34.35895371710984,🔴 Critical
REESTATIN TAB. 10MG CP (PHL) 10X10'S,0.0,0.0,0.0,✅ Stable
REKLAIM SAC. CP (QA) 30'S,0.0,0.0,0.0,✅ Stable
REKLAIM SAC. CP (TJS) 1X30’S,0.0,1239.3,123930.0,🚀 Growing
REKLAIM SAC. CP (UZB) 30'S,0.0,704.85,70485.0,🚀 Growing
RETZOLE TAB. 2.5MG CP 1X10'S,321846.92,184817.1,-42.576085550236115,🔴 Critical
REVOLIC TAB. CP 2X15'S,11668572.88,7779670.88,-33.328000261845226,🔴 Critical
RITUXIM INJ. 500MG/50ML 1X1'S,0.0,0.0,0.0,✅ Stable
RITUXIM INJ.100MG/10ML 1X2'S,0.0,0.0,0.0,✅ Stable
RIVA Q TAB. 10MG CP (KEN) 10'S,0.0,0.0,0.0,✅ Stable
RIVA Q TAB. 15MG CP (KEN) 10'S,0.0,0.0,0.0,✅ Stable
RIVA Q TAB. 20MG CP (KEN) 10'S,0.0,0.0,0.0,✅ Stable
ROSANOVA TAB. 10MG CP (KEN) 3X10’S,0.0,0.0,0.0,✅ Stable
ROSANOVA TAB. 20MG CP (KEN),0.0,0.0,0.0,✅ Stable
ROSU Q TAB. 10MG CP (KEN) 30'S,0.0,0.0,0.0,✅ Stable
ROSU Q TAB. 20MG CP (KEN) 30'S,0.0,0.0,0.0,✅ Stable
ROSU Q TAB. 5MG CP (KEN) 30'S,1184.4,0.0,-100.0,🔴 Critical
ROSUNAV TAB. 10MG CP (PHL) 10X10'S,0.0,0.0,0.0,✅ Stable
ROSUVASTATIN TAB. 10MG CP (PHL) 10X10'S,0.0,0.0,0.0,✅ Stable
SACVIN TAB. 100MG CP (AFG) 30'S,0.0,186777.98,18677798.0,🚀 Growing
SACVIN TAB. 100MG CP (SLK) 30'S,7813.4400000000005,12734.220000000001,62.97840643813737,🚀 Growing
SACVIN TAB. 100MG CP 3X10'S,3676125.46,6528744.0600000005,77.59851047085866,🚀 Growing
SACVIN TAB. 100MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
SACVIN TAB. 200MG CP (SLK) 3X10'S,15345.4,11091.86,-27.71866487677088,⚠️ Declining
SACVIN TAB. 200MG CP 3X10'S,0.0,40400.0,4040000.0,🚀 Growing
SACVIN TAB. 24/26MG CP (IQ) 3X10'S,0.0,0.0,0.0,✅ Stable
SACVIN TAB. 49/51MG CP (IQ) 3X10'S,4738.45,0.0,-100.0,🔴 Critical
SACVIN TAB. 50MG CP (AFG) 3X10'S,0.0,0.0,0.0,✅ Stable
SACVIN TAB. 50MG CP (SLK) 3X10'S,515.0,0.0,-100.0,🔴 Critical
SACVIN TAB. 50MG CP 3X10'S,91283511.18,38712878.27,-57.59050263342422,🔴 Critical
SACVIN TAB. 50MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
SARTAPINE TAB. 160/10MG CP (SN) 4X7'S,0.0,1892.8,189280.0,🚀 Growing
SARTAPINE TAB. 160/5MG CP (SN) 4X7'S,0.0,1783.6,178360.0,🚀 Growing
SARTAPINE TAB. 80/5MG CP (SN) 4X7'S,1617.0,924.0,-42.857142857142854,🔴 Critical
SCIFIX CAP. 400MG CP 1 X 5’S,0.0,0.0,0.0,✅ Stable
SCIFIX DS SUSP. 200MG/5ML CP 30ML,0.0,0.0,0.0,✅ Stable
SCIFIX SUSP. 100MG/5ML CP 30ML,0.0,0.0,0.0,✅ Stable
SECURIN TAB. 10MG CP (IQ) 30'S,0.0,0.0,0.0,✅ Stable
SECURIN TAB. 2.5MG CP (IQ) 30'S,0.0,0.0,0.0,✅ Stable
SECURIN TAB. 5MG CP (IQ) 30'S,0.0,0.0,0.0,✅ Stable
SETSPIN TAB. 16MG CP 3X10'S,0.0,332350.0,33235000.0,🚀 Growing
SETSPIN TAB. 16MG PS 2'S,0.0,0.0,0.0,✅ Stable
SETSPIN TAB. 24MG CP (BWA) 30'S,0.0,0.0,0.0,✅ Stable
SHEVIT TAB. CP (AFG) 1X30’S,0.0,30749.42,3074942.0,🚀 Growing
SHEVIT TAB. CP 1X30'S,47541441.73,59414963.99,24.975099256418797,🚀 Growing
SOVELPA TAB. 400/100MG CP (KSV) 28'S,19935.0,0.0,-100.0,🔴 Critical
SOVELPA TAB. 400/100MG CP (MLI) 28'S,4871.4,0.0,-100.0,🔴 Critical
SOVELPA TAB. 400/100MG CP (MMR) 4X7'S,63612.0,11936.0,-81.23624473369804,🔴 Critical
SOVELPA TAB. 400/100MG CP (TJS) 28'S,27446.1,9321.76,-66.03612170763788,🔴 Critical
SPARLIV TAB. CP (AFG) 1X30'S,0.0,0.0,0.0,✅ Stable
SPARLIV TAB. CP 1X30'S,32208317.41,40691621.31,26.33886083526399,🚀 Growing
SPECTRIX TAB. 250MG CP,0.0,0.0,0.0,✅ Stable
SPECTRIX TAB. 250MG CP 6X10'S,0.0,221850.0,22185000.0,🚀 Growing
SPECTRIX TAB. 250MG PS,0.0,0.0,0.0,✅ Stable
SPECTRIX TAB. 500MG CP (CMB),0.0,0.0,0.0,✅ Stable
SPECTRIX TAB. 500MG CP (IQ) 10'S,0.0,0.0,0.0,✅ Stable
SPECTRIX TAB. 500MG CP (KEN),0.0,0.0,0.0,✅ Stable
SPECTRIX TAB. 500MG CP 1X10'S,0.0,0.0,0.0,✅ Stable
SPECTRIX TAB. 500MG CP 6X10'S,0.0,322065.0,32206500.0,🚀 Growing
SPECTRIX TAB. 500MG PS 1'S,0.0,0.0,0.0,✅ Stable
SPEDICAM TAB. 8MG CP (MMR),0.0,0.0,0.0,✅ Stable
SPS JAR 100G CP,696960.0,239040.0,-65.70247933884298,🔴 Critical
SPS JAR 15G CP,59892.0,0.0,-100.0,🔴 Critical
STEVO SAC. 1GM CP 1X50'S,9686475.86,5406103.07,-44.189164892008506,🔴 Critical
STEVO TAB. 15MG CP 100'S,7789467.0,6841832.82,-12.165584371819017,⚠️ Declining
STEVO TAB. 15MG CP 200'S,6781549.02,8530290.85,25.786760883725062,🚀 Growing
SUPERCRAN SAC. CP (AFG) 1X10’S,0.0,26546.41,2654641.0,🚀 Growing
SUPERCRAN SAC. CP (GTM) 10'S,0.0,170.5,17050.0,🚀 Growing
SUPERCRAN SAC. CP (GTM) 1X2'S,0.0,98.0,9800.0,🚀 Growing
SUPERCRAN SAC. CP (TJS) 10'S,0.0,0.0,0.0,✅ Stable
SUPERCRAN SAC. CP 1X10'S,10799677.42,10801665.81,0.018411568444797088,✅ Stable
TANSIN 50MG TAB. DGH INST. CP 10'S GREEN,0.0,1298.14,129814.00000000001,🚀 Growing
TANSIN DS TAB. 100MG CP 1X10'S,6457109.9,6210968.34,-3.8119462702655955,✅ Stable
TANSIN TAB. 50MG CP 1X10'S,33995783.68,33521044.86,-1.3964638217159062,✅ Stable
TANSIN TAB. 50MG CP DGDP 1X10'S,0.0,108471.93,10847193.0,🚀 Growing
TANSIN TAB. 50MG CP INST. 150X10’S,0.0,58548.0,5854800.0,🚀 Growing
TANSIN TAB. 50MG INST.PUNJAB 150X10S FIC,0.0,0.0,0.0,✅ Stable
TANSIN TAB.50MGCP CPEIC INSTGREEN150X10S,0.0,0.0,0.0,✅ Stable
TANSIN TAB.50MGCP RIC INST.GREEN150X10'S,0.0,0.0,0.0,✅ Stable
TELMACE TAB. 40MG CP (KEN),0.0,0.0,0.0,✅ Stable
TELSARTA D TAB. 40/12.5MG CP (CMB),0.0,0.0,0.0,✅ Stable
TELSARTA TAB. 20MG CP 1X10'S,14484997.13,18005712.12,24.30594192323461,🚀 Growing
TELSARTA TAB. 40MG CP (MDV),0.0,0.0,0.0,✅ Stable
TELSARTA TAB. 40MG CP 1X10'S,42305432.11,52011806.99,22.94356633626169,🚀 Growing
TELSARTA TAB. 80MG CP (GTM) 2’S,0.0,0.0,0.0,✅ Stable
TELSARTA TAB. 80MG CP (GTM) 30'S,1934.0,0.0,-100.0,🔴 Critical
TELSARTA TAB. 80MG CP 2X5'S,15212205.92,18770688.88,23.392287605846445,🚀 Growing
TELSARTA-A TAB. 10/40MG CP 2X5'S,16433107.65,19434355.89,18.263424690703587,✅ Stable
TELSARTA-A TAB. 10/80MG CP 2X5'S,28275166.78,30558759.65,8.076319718174965,✅ Stable
TELSARTA-A TAB. 5/40MG CP 2X7'S,79114605.1,74830012.89,-5.415677932771472,✅ Stable
TELSARTA-A TAB. 5/80MG CP (IQ) 28'S,0.0,0.0,0.0,✅ Stable
TELSARTA-A TAB. 5/80MG CP 2X7'S,44397754.05,44328902.87,-0.15507806976555766,✅ Stable
TELSARTA-D TAB. 40/12.5MG CP 2X7'S,31828121.46,39200156.54,23.162017555025372,🚀 Growing
TELSARTA-D TAB. 80/12.5MG CP (GTM) 2'S,0.0,0.0,0.0,✅ Stable
TELSARTA-D TAB. 80/12.5MG CP (GTM) 28'S,0.0,0.0,0.0,✅ Stable
TELSARTA-D TAB. 80/12.5MG CP 2X7'S,25194986.19,27312107.31,8.402946141880768,✅ Stable
TENOVA PLUS TAB. 25MG CP (AFG) 3X10'S,0.0,0.0,0.0,✅ Stable
TENOVA PLUS TAB. 25MG CP (TJS) 30'S,0.0,0.0,0.0,✅ Stable
THEWRIL CAP. 4MG CP 1X20'S,26947656.03,42423817.44,57.430454777851025,🚀 Growing
TIOCAP CAP. 18MCG CP (AFG) 3X10'S,0.0,0.0,0.0,✅ Stable
TIOCAP CAP. 18MCG CP 1X6'S,18712649.36,10981417.08,-41.31554079416577,🔴 Critical
TIOCAP CAP. 18MCG CP 3X10'S,11369520.36,29295049.8,157.66302247072105,🚀 Growing
TRASZEPTIN 440MG INJ. 1X1'S,0.0,0.0,0.0,✅ Stable
TREATAN TAB. 16MG CP 2X14'S,23282598.659999996,24166857.37,3.797938206610846,✅ Stable
TREATAN TAB. 4MG CP 1X14'S,32128747.36,40482699.03,26.001485761006034,🚀 Growing
TREATAN TAB. 8MG CP 1X14'S,34874028.87,43220273.45,23.932550526675087,🚀 Growing
TREATAN-D TAB. 16/12.5MG CP 2X14'S,16488012.53,16112853.69,-2.275343006426014,✅ Stable
TRIXAFIN INJ. 1G IM CP (AZN) 1'S,0.0,0.0,0.0,✅ Stable
TRIXAFIN INJ. 1G IM CP (TJS) 1'S,0.0,0.0,0.0,✅ Stable
TRIXAFIN INJ. 1G IV CP (AFG),0.0,0.0,0.0,✅ Stable
TRIXAFIN INJ. 1G IV CP (GTM) 1X1'S,0.0,0.0,0.0,✅ Stable
TRIXAFIN INJ. 500MG IM CP (AZN) 1'S,0.0,0.0,0.0,✅ Stable
TRIXAFIN INJ. 500MG IV CP (AFG),0.0,0.0,0.0,✅ Stable
TROMIX TAB. 500MG CP (AZN) 1X6'S,0.0,0.0,0.0,✅ Stable
URITREAT CAP. 0.4MG CP 2X10'S,17586462.330000002,17557667.33,-0.1637338963327693,✅ Stable
UTFIX CAP 0.4MG CP (BWA) 20'S,0.0,0.0,0.0,✅ Stable
UTFIX CAP. 0.4MG CP (BWA) 30'S,1695.75,0.0,-100.0,🔴 Critical
UTFIX CAP. 0.4MG CP (IQ) 30'S,0.0,0.0,0.0,✅ Stable
VANZAK TAB. 10MG CP 1X10'S,0.0,4620434.26,462043426.0,🚀 Growing
VANZAK TAB. 20MG CP 1X10'S,0.0,31073920.919999998,3107392092.0,🚀 Growing
VAZCARE TAB 10MG CP (PHL) 100'S,0.0,0.0,0.0,✅ Stable
VERTEASE TAB. 8MG CP (KEN),0.0,0.0,0.0,✅ Stable
VIBLE TAB. CP (AFG) 1X30'S,0.0,79985.81,7998581.0,🚀 Growing
VIBLE TAB. CP 1X30'S,47965274.36,72399407.08,50.94129669020828,🚀 Growing
VOXAMINE TAB. 100MG CP 1X10'S,47136479.55,53849431.83,14.24152237096799,✅ Stable
VOXAMINE TAB. 50MG CP 1X10'S,25343525.51,28963569.080000002,14.28389893336509,✅ Stable
WINZITH TAB. 250MG CP 1X6'S,0.0,0.0,0.0,✅ Stable
WINZITH TAB. 250MG PS 2'S,0.0,0.0,0.0,✅ Stable
WINZITH TAB. 500MG CP 1X6'S,0.0,53126.0,5312600.0,🚀 Growing
WINZITH TAB. 500MG PS 1'S,0.0,0.0,0.0,✅ Stable
X-PLENDED EZ TAB. 10/10MG CP (AFG)1X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED EZ TAB. 10/10MG CP (IQ) 30'S,0.0,0.0,0.0,✅ Stable
X-PLENDED EZ TAB. 10/10MG CP 1X10'S,49764333.69,77146277.7,55.023230453706105,🚀 Growing
X-PLENDED EZ TAB. 20/10MG CP (AFG)1X10'S,39670.5,0.0,-100.0,🔴 Critical
X-PLENDED EZ TAB. 20/10MG CP (IQ) 3X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED EZ TAB. 20/10MG CP 1X10'S,38835376.95,70215185.4,80.80212145333637,🚀 Growing
X-PLENDED EZ TAB. 5/10MG CP (AFG) 1X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED EZ TAB. 5/10MG CP 1X10'S,16514640.83,24007424.41,45.37055124074412,🚀 Growing
X-PLENDED TAB. 10MG CP (AFG) 1X10'S,14172.7,4302.0,-69.64586846543001,🔴 Critical
X-PLENDED TAB. 10MG CP (CMB),0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 10MG CP (IQ) 30'S,983.0,0.0,-100.0,🔴 Critical
X-PLENDED TAB. 10MG CP (MDV) 60'S,3969.0,0.0,-100.0,🔴 Critical
X-PLENDED TAB. 10MG CP (NIG) 30'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 10MG CP (PHL),0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 10MG CP (SLK) 60'S,1569.75,1833.0,16.77018633540373,✅ Stable
X-PLENDED TAB. 10MG CP (SWL) 30'S,5197.92,0.0,-100.0,🔴 Critical
X-PLENDED TAB. 10MG CP 1X10'S,124415046.29,189806028.86,52.55874150267938,🚀 Growing
X-PLENDED TAB. 10MG CP CPEIC INST 80X10S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 10MG CP GREEN 80X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 10MG CP INST. 80X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 10MG CP INST. GREEN 10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 10MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 20MG CP (AFG) 1X10'S,123638.40000000002,46455.36,-62.42643062349562,🔴 Critical
X-PLENDED TAB. 20MG CP (GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 20MG CP (GTM) 3X10'S,53.24,0.0,-100.0,🔴 Critical
X-PLENDED TAB. 20MG CP (IQ) 3X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 20MG CP (MDV) 60'S,5017.95,0.0,-100.0,🔴 Critical
X-PLENDED TAB. 20MG CP (SLK) 60'S,9656.7,10331.6,6.988929965723275,✅ Stable
X-PLENDED TAB. 20MG CP 1X10'S,169219378.75,280433799.56,65.72203587527945,🚀 Growing
X-PLENDED TAB. 20MG CP GREEN 80X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 20MG CP INST. 80X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 20MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 40MG CP (IQ) 3X10'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 5MG CP (AFG) 1X10'S,30619.99,33434.1,9.190434092238425,✅ Stable
X-PLENDED TAB. 5MG CP (MDV) 30'S,0.0,0.0,0.0,✅ Stable
X-PLENDED TAB. 5MG CP (MMR),0.0,392.4,39240.0,🚀 Growing
X-PLENDED TAB. 5MG CP (SLK) 3X10'S,0.0,1430.6399999999999,143064.0,🚀 Growing
X-PLENDED TAB. 5MG CP (SWL) 3X10'S,2319.78,0.0,-100.0,🔴 Critical
X-PLENDED TAB. 5MG CP 1X10'S,47400185.38,65708879.8,38.62578653062642,🚀 Growing
X-PLENDED TAB. 5MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
XCEPT TAB. 10MG CP (AFG) 1X10'S,17762.5,0.0,-100.0,🔴 Critical
XCEPT TAB. 10MG CP (MLI) 10'S,0.0,3697.92,369792.0,🚀 Growing
XCEPT TAB. 10MG CP (SLK) 1X10'S,1129.62,484.0,-57.15373311379047,🔴 Critical
XCEPT TAB. 10MG CP 1X10'S,107896517.97,120046984.28,11.261221899096288,✅ Stable
XCEPT TAB. 10MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
XCEPT TAB. 15MG CP (AFG) 2X7'S,0.0,0.0,0.0,✅ Stable
XCEPT TAB. 15MG CP (AZN) 14'S,0.0,0.0,0.0,✅ Stable
XCEPT TAB. 15MG CP (SLK) 2X7'S,1751.71,1759.15,0.4247278373703441,✅ Stable
XCEPT TAB. 15MG CP 2X7'S,92233739.47,109364585.79,18.573296950159975,✅ Stable
XCEPT TAB. 15MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
XCEPT TAB. 2.5MG CP (AFG) 1X10'S,21486.66,0.0,-100.0,🔴 Critical
XCEPT TAB. 2.5MG CP 1X10'S,31235183.45,38308258.77,22.644577488466787,🚀 Growing
XCEPT TAB. 20MG 63X7'S RIC  INST GREEN,0.0,0.0,0.0,✅ Stable
XCEPT TAB. 20MG CP (AFG) 2X7'S,26445.4,0.0,-100.0,🔴 Critical
XCEPT TAB. 20MG CP (IQ) 28'S,0.0,0.0,0.0,✅ Stable
XCEPT TAB. 20MG CP (SLK) 2X7'S,1406.37,1979.5,40.75243357011314,🚀 Growing
XCEPT TAB. 20MG CP 2X7'S,106678805.63000001,113891100.26,6.7607568226952175,✅ Stable
XCEPT TAB. 20MG INST. RIC 2X7'S,0.0,0.0,0.0,✅ Stable
XCEPT TAB. 20MG PS (SLK) 4'S,0.0,0.0,0.0,✅ Stable
XILICA CAP. 100MG CP 2X7'S,10772773.39,19076605.240000002,77.08165343669224,🚀 Growing
XILICA CAP. 150MG CP (GTM) 2'S,0.0,1.75,175.0,🚀 Growing
XILICA CAP. 150MG CP (GTM) 28'S,0.0,0.0,0.0,✅ Stable
XILICA CAP. 150MG CP 2X7'S,7939000.85,8126027.9,2.3558008562248833,✅ Stable
XILICA CAP. 25MG CP 2X7'S,7413140.4,10258501.72,38.38267139794088,🚀 Growing
XILICA CAP. 50MG CP (IQ) 14'S,0.0,0.0,0.0,✅ Stable
XILICA CAP. 50MG CP 2X7'S,35379897.36,48475903.31,37.01538706216304,🚀 Growing
XILICA CAP. 75MG CP (COG) 2X7'S,0.0,0.0,0.0,✅ Stable
XILICA CAP. 75MG CP (GTM) 4X7'S,0.0,0.0,0.0,✅ Stable
XILICA CAP. 75MG CP (GTM)1X2'S,0.0,0.0,0.0,✅ Stable
XILICA CAP. 75MG CP (IQ) 14'S,0.0,0.0,0.0,✅ Stable
XILICA CAP. 75MG CP 2X7'S,45277654.72,60221160.78,33.0041521638248,🚀 Growing
XILICA CAP. 75MG CP PUNJAB INST.GR 2X7’S,0.0,0.0,0.0,✅ Stable
ZI-AD DISPERSIBLE TAB. 20MG CP (KEN) 10S,0.0,0.0,0.0,✅ Stable
ZI-AD SYP. CP (KEN) 60ML,0.0,0.0,0.0,✅ Stable
ZIBES 5MG TAB. CP (GTM) 2'S,0.0,0.0,0.0,✅ Stable
ZIBES 5MG TAB. CP (GTM) 30'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB. 10MG CP 1X20'S,4663389.81,6491048.78,39.19164051181904,🚀 Growing
ZIBES TAB. 2.5MG CP (GTM) 1X2'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB. 2.5MG CP (GTM) 2X14'S,848.32,0.0,-100.0,🔴 Critical
ZIBES TAB. 2.5MG CP 2X7'S,8189144.82,11605322.92,41.71593218936381,🚀 Growing
ZIBES TAB. 5MG CP 2X10'S,28156343.35,43712808.62,55.25030390709451,🚀 Growing
ZIBES TAB. 5MG CP FIC 100X10'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB. 5MG CP INST. 100X10'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB. 5MG INST. CPEIC 100X10'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB. 5MG INST. PIC 2X10'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB. 5MG INST. RIC 2X10'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB. 5MG PUNJAB INST.GR CP 20'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB.5MG CP PIC INST.GREEN 100X10'S,0.0,0.0,0.0,✅ Stable
ZIBES TAB.5MG CP RIC INST.GREEN 100X10'S,0.0,0.0,0.0,✅ Stable
ZILERO TAB. 2.5MG CP (SLK) 30’S,0.0,0.0,0.0,✅ Stable
ZILERO TAB. 2.5MG CP 3X10’S,4565659.49,10866479.7,138.00460204709657,🚀 Growing
ZILERO TAB. 2.5MG PS (SLK) 4’S,0.0,0.0,0.0,✅ Stable
ZILERO TAB. 5MG CP (SLK) 30’S,0.0,0.0,0.0,✅ Stable
ZILERO TAB. 5MG CP 3X10’S,4008881.74,7598368.66,89.53835889406903,🚀 Growing
ZILERO TAB. 5MG PS (SLK) 4’S,0.0,0.0,0.0,✅ Stable
ZILFOM TAB. 400MG CP (IQ) 1X5'S,0.0,0.0,0.0,✅ Stable
ZILFOM TAB. 400MG CP 1X5'S,16873607.43,19192661.85,13.743678876141791,✅ Stable
ZOLTAR CAP. 20MG CP 2X7'S,19351464.04,20855516.9,7.772294937949302,✅ Stable
ZOLTAR CAP. 40MG CP 2X7'S,18962678.71,22069486.25,16.38380097829543,✅ Stable
ZOLTAR INJ. 40MG CP 1X1'S,53366567.44,50667554.01,-5.057498654067453,✅ Stable
