RequestTransferBudgetId,FromProductId,FromGLHeadId,ToProductId,ToGLHeadId,Amount,Remarks,StatusId,CreatedBy,CreatedDate,SendToFLMDate
1,58,11,58,10,1500000.0,,1,1987,2017-06-21 16:04:39.607,
2,1,12,1,7,600000.0,,1,1987,2017-06-21 16:05:28.703,
3,46,11,46,7,100000.0,For Zoval SAMPLES,1,1980,2017-06-22 15:08:27.420,
4,58,13,58,2,500000.0,,1,1987,2017-06-29 17:40:03.020,
5,58,13,55,1,140000.0,,1,1987,2017-06-29 17:43:13.210,
6,58,13,55,7,475000.0,,1,1987,2017-06-29 17:45:50.187,
7,58,13,55,2,410000.0,,1,1987,2017-06-29 17:47:12.637,
8,58,13,1,2,225000.0,,1,1987,2017-06-29 17:50:51.193,
9,58,13,58,14,133000.0,,1,1987,2017-06-29 17:52:53.880,
10,58,13,61,1,400000.0,,1,1987,2017-06-29 17:58:08.570,
11,25,7,4,4,200000.0,Budget deficit in AVSAR Book head will manage for Dr Naeem Malik activity,1,1984,2017-10-03 10:36:51.970,
12,3,7,3,13,50000.0,,1,2104,2017-10-03 17:03:55.887,
13,49,7,49,13,200000.0,,1,2013,2017-10-03 17:11:44.253,
14,55,7,55,2,500000.0,,1,2184,2017-10-03 17:31:09.463,
15,52,4,52,10,400000.0,Please Transfer Urgently,1,1989,2017-10-03 21:06:50.270,
16,52,2,52,10,500000.0,Please Transfer Urgently,1,1989,2017-10-03 21:07:53.393,
17,52,3,52,10,500000.0,Please Transfer Urgently,1,1989,2017-10-03 21:11:29.377,
18,52,3,52,7,400000.0,Please Transfer Urgently,1,1989,2017-10-03 21:13:32.440,
19,87,15,87,13,1000000.0,PLease Proceed,1,1993,2017-10-05 00:42:22.640,
20,87,14,87,13,1000000.0,PLease Proceed,1,1993,2017-10-05 00:43:30.180,
21,12,8,87,13,500000.0,PLease Proceed,1,1993,2017-10-05 00:44:30.600,
22,12,8,87,10,500000.0,PLease Proceed,1,1993,2017-10-05 00:45:49.973,
23,27,5,51,5,36000.0,,1,1986,2017-10-05 14:44:08.293,
24,12,13,87,10,1000000.0,PLease Proceed,1,1993,2017-10-05 15:08:35.627,
25,57,14,57,13,600000.0,,1,835,2017-10-05 16:44:43.513,
26,12,7,87,9,200000.0,PLease Proceed,1,1993,2017-10-06 10:14:02.537,
27,54,4,54,13,50000.0,,1,1989,2017-10-06 18:58:09.380,
28,54,2,54,13,350000.0,Please Transfer Urgently,1,1989,2017-10-06 19:00:17.837,
29,13,2,52,13,750000.0,please proceed,1,1989,2017-10-06 19:36:09.057,
30,31,10,31,13,100000.0,,1,1995,2017-10-09 11:36:34.493,
31,2,10,2,4,170000.0,,1,1997,2017-10-09 13:46:16.943,
32,16,7,16,9,40000.0,,1,1983,2017-10-09 13:46:31.607,
33,8,7,8,10,30000.0,,1,1983,2017-10-09 13:47:22.900,
34,52,2,52,9,200000.0,Please Transfer Urgently,1,1989,2017-10-09 13:56:19.553,
35,52,2,52,7,20000.0,,1,1989,2017-10-09 13:56:47.613,
36,20,2,20,13,300000.0,Sir Please approve,1,1974,2017-10-09 14:17:32.817,
37,47,2,47,3,300000.0,,1,1997,2017-10-09 15:49:35.647,
38,46,13,46,15,150000.0,Launch amount of DAKVIR. as it will be charge from ZOVAL,1,2113,2017-10-09 16:15:22.523,
39,49,14,49,13,1200000.0,Urgent,1,2058,2017-10-09 16:56:52.117,
40,49,8,49,13,300000.0,Urgent,1,2058,2017-10-09 16:58:01.343,
41,49,7,49,10,800000.0,Urgent,1,2058,2017-10-09 16:59:50.233,
42,52,1,52,10,70000.0,Please approve,1,1989,2017-10-09 18:13:36.973,
43,46,7,46,15,1100000.0,Regional launch of Zoval,1,2113,2017-10-10 10:53:41.987,
44,13,2,13,13,200000.0,Please approve,1,1989,2017-10-11 09:35:35.513,
45,20,2,20,10,300000.0,Sir Please approve,1,1974,2017-10-11 10:10:32.623,
46,13,4,13,13,300000.0,Please approve,1,1989,2017-10-11 10:19:13.800,
47,34,7,34,9,200000.0,,1,2090,2017-10-11 10:42:25.823,
48,22,7,22,13,500000.0,,1,2090,2017-10-11 10:43:14.557,
49,49,6,49,9,250000.0,Urgent,1,2058,2017-10-11 11:25:10.160,
50,4,10,62,10,200000.0,Some activities hold due to budget defecit in renovation,1,1984,2017-10-11 12:41:24.890,
51,66,10,66,9,200000.0,,1,1995,2017-10-11 20:37:29.713,
52,52,1,52,7,200000.0,,1,1989,2017-10-12 14:47:49.937,
53,12,14,87,7,1000000.0,PLease Proceed,1,1993,2017-10-12 16:28:46.907,
54,1,1,1,13,250000.0,,1,1987,2017-10-12 20:32:34.603,
55,61,14,1,13,300000.0,,1,1987,2017-10-12 20:33:19.350,
56,1,14,1,10,200000.0,,1,1987,2017-10-12 20:34:49.387,
57,61,4,61,13,300000.0,,1,1987,2017-10-12 20:35:28.777,
58,58,14,58,13,150000.0,,1,1987,2017-10-12 20:36:13.880,
59,61,7,58,13,800000.0,,1,1987,2017-10-12 20:36:58.120,
60,58,3,58,10,300000.0,,1,1987,2017-10-12 20:37:27.983,
61,61,4,58,10,200000.0,,1,1987,2017-10-12 20:38:12.660,
62,49,6,49,14,300000.0,,1,2058,2017-10-13 13:04:17.197,
63,13,8,52,7,250000.0,Please approve,1,1989,2017-10-13 14:14:20.187,
64,52,7,52,13,100000.0,pl,1,1989,2017-10-13 16:27:04.607,
65,54,7,54,9,150000.0,,1,1989,2017-10-13 17:31:11.360,
66,3,7,3,9,150000.0,,1,2104,2017-10-16 14:53:39.393,
67,49,7,49,14,500000.0,,1,2058,2017-10-16 18:30:54.673,
68,50,14,50,1,200000.0,,1,2064,2017-10-17 00:25:16.947,
69,49,7,49,4,300000.0,,1,2058,2017-10-17 10:46:32.733,
70,13,4,13,10,200000.0,,1,1989,2017-10-17 18:34:18.557,
71,13,2,52,2,200000.0,,1,1989,2017-10-17 18:35:13.023,
72,22,10,22,13,1000000.0,Budget Movement Required due to Negative Heads and unable to submit activities,1,1967,2017-10-18 11:29:05.030,
73,49,7,49,6,500000.0,,1,2058,2017-10-19 14:29:31.817,
74,13,2,52,13,30000.0,,1,1989,2017-11-27 12:58:35.193,
75,13,10,52,10,150000.0,,1,1989,2017-10-19 16:52:57.283,
76,41,13,39,13,20000.0,,1,1970,2017-10-19 17:33:24.003,
77,51,7,51,6,300000.0,,1,1986,2017-10-19 17:38:46.980,
78,57,14,57,4,40000.0,,1,835,2017-10-19 17:41:02.493,
79,14,14,14,4,50000.0,,1,835,2017-10-19 17:43:22.957,
80,40,14,40,13,1500000.0,,1,1996,2017-10-19 17:44:19.633,
81,52,1,13,10,200000.0,,1,1989,2017-10-20 10:25:26.833,
82,25,13,62,15,100000.0,,1,1984,2017-10-20 16:12:44.453,
83,4,3,4,13,2000000.0,,1,1984,2017-10-20 17:18:26.320,
84,4,7,4,8,300000.0,,1,1984,2017-10-20 17:20:54.573,
85,1,14,1,4,70000.0,,1,1987,2017-10-23 14:41:14.723,
86,55,3,1,10,300000.0,,1,1987,2017-10-23 14:42:39.977,
87,61,3,61,13,200000.0,,1,1987,2017-10-23 14:43:18.767,
88,61,3,58,13,400000.0,,1,1987,2017-10-23 14:43:57.570,
89,55,14,55,13,200000.0,,1,1987,2017-10-23 14:44:26.190,
90,55,7,58,13,300000.0,,1,1987,2017-10-23 14:48:20.900,
91,35,7,35,13,500000.0,,1,1998,2017-10-23 15:45:03.367,
92,35,14,35,13,1000000.0,,1,1998,2017-10-23 15:45:38.450,
93,8,7,8,13,150000.0,,1,1983,2017-10-23 16:10:33.277,
94,61,9,58,10,200000.0,,1,1987,2017-10-23 18:19:33.750,
95,41,14,39,13,20000.0,,1,1970,2017-10-24 10:36:36.880,
96,52,1,52,13,100000.0,,1,1989,2017-10-24 11:42:32.167,
97,8,7,8,10,50000.0,,1,1983,2017-10-24 16:05:24.920,
98,3,7,3,13,500000.0,,1,2104,2017-10-24 16:41:45.330,
99,8,7,8,10,100000.0,,1,1983,2017-10-25 12:07:17.117,
100,9,2,9,9,100000.0,,1,1974,2017-10-25 13:32:42.663,
101,46,7,46,15,600000.0,,1,2113,2017-10-26 12:34:15.887,
102,9,2,9,9,300000.0,"Dear Sir, Please approve",1,1989,2017-10-26 12:57:37.373,
103,47,2,47,3,300000.0,activity of adbuniyad campaign is hold due to budget deficit,1,1997,2017-10-26 15:33:52.153,
104,27,7,27,9,120000.0,,1,1983,2017-10-26 16:12:18.147,
105,51,7,51,9,50000.0,,1,1983,2017-10-26 16:12:54.843,
106,8,7,8,9,28000.0,,1,1983,2017-10-26 16:13:32.907,
107,13,1,52,10,200000.0,sir Please approve,1,1989,2017-10-26 18:04:10.777,
108,13,1,13,10,150000.0,,1,1989,2017-10-26 18:13:44.250,
109,21,14,39,7,450000.0,,1,2060,2017-10-27 11:19:21.500,
110,21,14,39,7,450000.0,,1,2060,2017-10-27 11:19:46.110,
111,20,7,20,10,200000.0,Please approve,1,1989,2017-10-27 13:09:29.393,
112,8,7,8,13,200000.0,,1,1983,2017-10-30 12:11:33.457,
113,1,7,58,10,200000.0,,1,1987,2017-10-30 12:17:16.233,
114,61,13,58,10,200000.0,,1,1987,2017-10-30 12:20:38.283,
115,61,13,55,4,30000.0,,1,1987,2017-10-30 12:21:23.837,
116,57,14,57,2,15000.0,,1,835,2017-10-30 17:02:01.957,
117,4,13,4,5,200000.0,,1,1984,2017-10-31 11:33:16.527,
118,62,14,62,8,300000.0,,1,1984,2017-10-31 11:39:44.310,
119,62,14,62,7,400000.0,,1,1984,2017-10-31 11:44:01.213,
120,25,13,62,8,110000.0,,1,1984,2017-10-31 11:45:10.560,
121,25,5,62,8,100000.0,,1,1984,2017-10-31 11:47:00.013,
122,25,9,62,8,100000.0,,1,1984,2017-10-31 11:48:25.337,
123,25,10,62,7,340000.0,,1,1984,2017-10-31 11:49:03.627,
124,4,10,62,13,2000000.0,,1,1984,2017-10-31 12:21:13.993,
125,4,7,62,13,600000.0,,1,1984,2017-10-31 12:21:50.067,
126,62,7,62,9,150000.0,,1,1984,2017-10-31 12:26:43.500,
127,34,14,35,1,250000.0,,1,1998,2017-10-31 13:20:56.873,
128,12,14,87,5,200000.0,pl,1,1993,2017-10-31 17:06:16.117,
129,12,14,87,5,200000.0,PLease Proceed,1,1993,2017-10-31 17:06:27.747,
130,1,7,58,13,200000.0,,1,1987,2017-10-31 19:36:24.320,
131,61,7,58,7,300000.0,,1,1987,2017-10-31 19:36:56.830,
132,2,13,47,13,500000.0,,1,1997,2017-11-02 18:45:20.240,
133,1,9,58,9,50000.0,,1,1987,2017-11-02 19:00:04.080,
134,55,7,61,9,80000.0,,1,1987,2017-11-02 19:00:59.770,
135,34,7,35,13,300000.0,,1,1998,2017-11-02 19:24:53.873,
136,51,14,51,13,300000.0,,1,1986,2017-11-03 10:28:55.053,
137,22,10,22,4,100000.0,,1,1998,2017-11-03 10:35:18.213,
138,34,7,35,10,200000.0,,1,1998,2017-11-03 11:25:56.207,
139,22,4,22,5,100000.0,,1,1998,2017-11-03 18:12:26.970,
140,8,7,8,10,5000.0,,1,1983,2017-11-03 18:38:04.730,
141,52,1,52,7,100000.0,Please approve,1,1989,2017-11-06 17:55:51.360,
142,54,1,54,10,200000.0,Please approve,1,1989,2017-11-06 17:57:09.280,
143,22,7,22,14,2000000.0,,1,2090,2017-11-07 12:03:01.807,
144,22,7,22,14,2000000.0,,1,1998,2017-11-07 12:07:26.050,
145,34,3,34,9,150000.0,,1,1998,2017-11-07 16:18:24.797,
146,3,7,3,8,100000.0,,1,2104,2017-11-07 16:18:25.153,
147,66,13,66,4,25000.0,,1,1995,2017-11-08 15:14:38.417,
148,47,10,47,4,500000.0,,1,1997,2017-11-08 15:23:45.427,
149,9,2,9,9,150000.0,Sir for your approval,1,1974,2017-11-08 18:33:14.763,
150,20,4,20,9,100000.0,Sir for your approval,1,1974,2017-11-08 18:34:49.373,
151,20,10,20,9,100000.0,Sir for your approval,1,1974,2017-11-08 18:35:24.803,
152,13,13,52,13,150000.0,for your approval,1,1989,2017-11-09 13:50:10.150,
153,13,1,52,13,150000.0,sir Please approve,1,1989,2017-11-09 13:50:59.237,
154,13,7,54,13,200000.0,sir Please approve,1,1989,2017-11-09 13:53:00.627,
155,52,1,52,7,100000.0,sir Please approve,1,1989,2017-11-09 16:20:29.727,
156,13,4,13,2,50000.0,sir Please approve,1,1989,2017-11-09 17:30:57.290,
157,12,13,87,13,200000.0,PLease Proceed,1,1993,2017-11-10 10:21:50.070,
158,12,13,87,10,150000.0,PLease Proceed,1,1993,2017-11-10 10:23:41.683,
159,47,2,2,2,100000.0,,1,1997,2017-11-13 11:29:35.657,
160,31,14,31,13,30000.0,,1,1995,2017-11-13 11:43:40.453,
161,31,14,31,13,30000.0,,1,1995,2017-11-13 11:43:40.800,
162,31,14,31,13,30000.0,,1,1995,2017-11-13 11:43:40.977,
163,45,7,45,13,1500000.0,,1,1968,2017-11-13 13:15:38.717,
164,47,10,47,9,50000.0,,1,1995,2017-11-14 10:28:43.607,
165,51,14,51,9,100000.0,,1,1986,2017-11-14 19:59:25.670,
166,34,14,34,13,200000.0,,1,1998,2017-11-15 17:26:50.860,
167,34,4,34,13,300000.0,,1,1998,2017-11-15 17:27:25.983,
168,35,14,34,13,200000.0,,1,1998,2017-11-15 17:28:06.127,
169,57,12,57,14,200000.0,,1,835,2017-11-15 22:25:03.007,
170,8,7,8,10,10000.0,,1,1983,2017-11-16 00:53:00.480,
171,11,7,11,9,50000.0,sir plz approve,1,1989,2017-11-16 13:55:08.620,
172,57,9,57,14,150000.0,,1,835,2017-11-16 17:20:33.203,
173,9,7,9,10,300000.0,,1,1974,2017-11-17 15:40:39.213,
174,57,9,57,13,50000.0,,1,835,2017-11-17 16:22:45.980,
175,11,10,20,13,200000.0,"kindly approve , urgent request for Dr. Lal Chand Advance (Contribution in EMG Machine) From Klevra 180,000/-contribution & total Activity amount 450,000/-",1,1974,2017-11-17 18:46:40.543,
176,51,14,51,9,100000.0,,1,1986,2017-11-20 09:58:35.103,
177,2,3,2,2,200000.0,,1,1997,2017-11-20 11:31:36.100,
178,2,13,47,13,400000.0,,1,1997,2017-11-20 11:40:30.397,
179,14,10,57,13,1000000.0,,1,835,2017-11-20 13:43:01.910,
180,47,7,2,3,200000.0,,1,1997,2017-11-20 17:57:40.400,
181,47,7,2,3,200000.0,,1,1997,2017-11-20 18:04:42.693,
182,55,7,58,13,150000.0,,1,1987,2017-11-20 20:28:16.653,
183,55,7,58,10,100000.0,,1,1987,2017-11-20 20:29:02.767,
184,61,8,58,7,185000.0,,1,1987,2017-11-20 20:29:46.473,
185,61,2,58,7,150000.0,,1,1987,2017-11-20 20:30:20.390,
186,42,13,43,13,110000.0,,1,2113,2017-11-21 11:13:57.463,
187,28,7,3,9,100000.0,,1,2104,2017-11-21 12:39:17.103,
188,28,7,3,9,100000.0,,1,2104,2017-11-21 12:39:51.407,
189,34,14,34,4,40000.0,,1,1998,2017-11-21 16:23:12.843,
190,54,13,54,10,100000.0,Please approve,1,1989,2017-11-22 07:15:25.770,
191,62,7,62,10,800000.0,,1,1984,2017-11-22 08:57:32.127,
192,62,4,25,4,10000.0,,1,1984,2017-11-22 08:59:39.870,
193,42,3,42,4,150000.0,,1,2113,2017-11-22 11:42:14.663,
194,8,7,8,10,15000.0,,1,1983,2017-11-22 22:19:39.360,
195,14,10,57,13,500000.0,,1,835,2017-11-22 23:38:03.060,
196,14,10,14,13,500000.0,,1,835,2017-11-22 23:38:59.543,
197,9,1,9,13,150000.0,Sir for your approval,1,1989,2017-11-23 10:36:17.830,
198,52,13,52,7,115000.0,Sir for your approval,1,1989,2017-11-23 10:45:18.227,
199,52,9,52,3,40000.0,Sir for your approval,1,1989,2017-11-23 11:27:20.490,
200,13,1,13,13,50000.0,Sir for your approval,1,1989,2017-11-23 13:19:36.973,
201,9,4,9,13,100000.0,Sir for your approval,1,1989,2017-11-23 14:07:45.817,
202,51,14,51,9,100000.0,"Comments  Budget Deficit in Opt-D P. Pad 20,400/-",1,1986,2017-11-24 09:49:04.243,
203,27,7,27,13,200000.0,Budget Deficit in Onita - Equipment 19000/-,1,1986,2017-11-24 09:51:01.830,
204,2,3,47,3,400000.0,,1,1997,2017-11-27 09:47:42.593,
205,13,2,13,10,20000.0,Please approve,1,1989,2017-11-27 11:58:03.410,
206,52,2,52,13,30000.0,Please approve,1,1989,2017-11-27 12:00:04.990,
207,13,2,13,10,50000.0,Sir for your approval,1,1989,2017-11-27 12:27:26.970,
208,13,9,13,10,50000.0,Sir for your approval,1,1989,2017-11-27 12:28:06.397,
209,2,9,47,9,100000.0,,1,1997,2017-11-27 13:49:02.617,
210,49,7,49,13,600000.0,,1,2058,2017-11-27 15:28:15.627,
211,49,14,49,9,150000.0,,1,2058,2017-11-27 15:38:22.307,
212,49,4,49,1,100000.0,,1,2058,2017-11-27 15:40:09.417,
213,55,14,55,7,150000.0,,1,2184,2017-11-27 15:42:36.540,
214,55,14,55,7,150000.0,,1,2184,2017-11-27 15:44:26.763,
215,55,14,55,7,150000.0,,1,2184,2017-11-27 15:44:28.293,
216,55,14,55,7,150000.0,,1,2184,2017-11-27 15:44:28.787,
217,52,14,52,1,150000.0,sir,1,1989,2017-11-27 17:55:31.403,
218,52,14,52,1,150000.0,sir,1,1989,2017-11-27 17:57:22.847,
219,20,1,20,7,150000.0,please approve,1,1974,2017-11-28 09:16:11.137,
220,38,10,38,7,50000.0,please approve,1,1974,2017-11-28 09:17:46.050,
221,11,10,11,7,50000.0,please approve,1,1974,2017-11-28 09:18:22.650,
222,20,7,20,3,150000.0,please approve,1,1974,2017-11-28 09:37:44.117,
223,38,7,38,3,50000.0,please approve,1,1974,2017-11-28 09:38:23.473,
224,11,7,11,3,50000.0,please approve,1,1974,2017-11-28 09:38:55.883,
225,51,7,51,1,400000.0,,1,1986,2017-11-28 11:29:41.227,
226,52,1,52,7,100000.0,please approve,1,1989,2017-11-28 11:55:07.030,
227,52,14,52,7,200000.0,please approve,1,1989,2017-11-28 11:55:44.013,
228,13,8,13,10,200000.0,sir Please approve,1,1989,2017-11-28 15:36:29.537,
229,52,2,52,1,50000.0,,1,1989,2017-11-28 15:44:20.610,
230,13,1,52,1,150000.0,,1,1989,2017-11-28 15:52:31.617,
231,13,8,52,13,150000.0,,1,1989,2017-11-28 17:49:10.570,
232,13,3,52,13,150000.0,,1,1989,2017-11-28 17:50:46.420,
233,9,1,9,9,200000.0,please approve,1,1974,2017-11-28 18:02:25.013,
234,9,3,9,10,100000.0,please approve,1,1974,2017-11-28 18:03:17.113,
235,20,14,20,10,100000.0,please approve,1,1974,2017-11-28 18:03:41.460,
236,40,10,40,13,1000000.0,,1,1996,2017-11-29 11:32:16.623,
237,66,10,66,13,20000.0,,1,1995,2017-11-29 13:25:34.283,
238,2,2,47,2,100000.0,,1,1997,2017-11-30 10:18:10.133,
239,87,3,87,10,150000.0,PLease Proceed,1,1993,2017-11-30 15:38:35.837,
240,67,7,67,13,500000.0,,1,1018,2017-11-30 15:41:21.907,
241,66,3,66,13,100000.0,,1,1995,2017-12-04 10:21:27.453,
242,37,3,53,13,25000.0,,1,1978,2017-12-04 12:25:12.643,
243,37,3,53,13,250000.0,,1,1978,2017-12-04 12:41:58.467,
244,13,14,13,13,50000.0,please approve,1,1989,2017-12-05 10:54:18.767,
245,52,14,52,9,50000.0,please approve,1,1989,2017-12-05 10:55:17.060,
246,61,1,1,13,140000.0,,1,1987,2017-12-05 11:49:20.877,
247,61,1,1,7,50000.0,,1,1987,2017-12-05 11:50:23.120,
248,61,1,61,13,150000.0,,1,1987,2017-12-05 11:51:36.330,
249,61,1,61,2,190000.0,,1,1987,2017-12-05 11:52:07.633,
250,61,14,61,9,10000.0,,1,1987,2017-12-05 11:52:44.193,
251,61,3,58,13,130000.0,,1,1987,2017-12-05 11:53:21.113,
252,55,7,55,13,100000.0,,1,1987,2017-12-05 11:54:06.603,
253,55,7,55,9,15000.0,,1,1987,2017-12-05 11:54:44.520,
254,41,14,41,9,250000.0,,1,1970,2017-12-06 15:41:07.533,
255,9,2,9,10,50000.0,Sir for your approval,1,1989,2017-12-07 11:28:47.010,
256,3,7,3,13,100000.0,,1,2104,2017-12-07 12:14:02.000,
257,28,7,87,1,100000.0,,1,1993,2017-12-07 15:01:27.133,
258,52,4,52,13,50000.0,sir Please approve,1,1989,2017-12-07 18:14:51.957,
259,55,14,61,2,44000.0,,1,1987,2017-12-11 11:29:56.733,
260,61,3,61,2,10000.0,,1,1987,2017-12-11 11:30:20.777,
261,61,9,61,2,10000.0,,1,1987,2017-12-11 11:32:06.390,
262,61,4,61,2,200000.0,,1,1987,2017-12-11 11:32:43.780,
263,1,9,61,7,10000.0,,1,1987,2017-12-11 11:33:18.487,
264,61,4,61,7,40000.0,,1,1987,2017-12-11 11:33:52.213,
265,61,13,61,7,30000.0,,1,1987,2017-12-11 11:34:19.927,
266,29,3,52,3,1400000.0,please approve,1,1989,2017-12-11 12:30:24.633,
267,22,10,22,13,150000.0,,1,1998,2017-12-11 16:09:17.023,
268,22,2,22,13,150000.0,,1,1998,2017-12-11 16:10:22.097,
269,51,14,51,13,300000.0,,1,1986,2017-12-11 20:17:19.303,
270,8,7,8,10,25000.0,,1,1983,2017-12-12 10:20:32.447,
271,66,10,66,13,120000.0,,1,1995,2017-12-12 12:29:05.223,
272,57,9,57,7,100000.0,,1,835,2017-12-12 14:36:49.643,
273,39,5,39,7,1000000.0,,1,2060,2017-12-12 17:14:23.233,
274,28,7,87,13,200000.0,,1,1993,2017-12-13 15:49:48.870,
275,12,7,12,2,30000.0,,1,1993,2017-12-13 16:16:32.437,
276,13,3,13,13,200000.0,please approve,1,1989,2017-12-13 18:29:58.093,
277,9,7,9,13,60000.0,please approve,1,1974,2017-12-13 18:33:49.200,
278,28,7,28,3,50000.0,,1,2104,2017-12-14 16:17:18.070,
279,28,7,28,3,200000.0,,1,2104,2017-12-14 16:34:27.763,
280,2,13,47,13,400000.0,,1,2200,2017-12-14 17:51:30.030,
281,28,1,87,1,150000.0,,1,1993,2017-12-14 18:39:23.653,
282,62,14,62,8,500000.0,,1,1984,2017-12-15 10:21:52.770,
283,62,4,62,8,190000.0,,1,1984,2017-12-15 10:22:25.043,
284,13,7,52,7,100000.0,please approve,1,1989,2017-12-15 18:49:13.473,
285,13,8,13,2,100000.0,please approve,1,1989,2017-12-15 19:20:20.143,
286,66,10,66,13,200000.0,,1,1997,2017-12-18 14:37:27.147,
287,22,7,22,13,500000.0,,1,2090,2017-12-18 18:04:32.523,
288,20,3,20,7,50000.0,please approve,1,1974,2017-12-18 19:16:08.080,
289,4,10,4,13,1000000.0,,1,1984,2017-12-19 21:52:36.777,
290,62,14,62,8,500000.0,,1,1984,2017-12-19 21:54:08.347,
291,62,7,62,8,300000.0,,1,1984,2017-12-19 21:55:02.827,
292,4,14,62,13,500000.0,,1,1984,2017-12-19 21:56:54.580,
293,4,14,4,9,500000.0,,1,1984,2017-12-19 21:59:21.940,
295,9,3,9,13,150000.0,please approve,1,1974,2017-12-21 09:21:31.760,
296,8,7,8,10,20000.0,,1,1983,2017-12-21 15:16:31.053,
297,41,14,41,4,200000.0,,1,1970,2017-12-21 17:09:19.500,
298,22,10,22,13,400000.0,Need to move funds due to negative budget in head,1,1967,2017-12-21 18:22:54.553,
299,62,4,62,9,193000.0,For the activity of Samiullah Mumtaz,1,2135,2017-12-26 10:41:26.213,
300,2,3,47,2,200000.0,,1,1997,2017-12-26 10:46:38.613,
301,24,2,24,13,500000.0,,1,2058,2017-12-26 14:39:39.270,
304,52,14,52,10,20000.0,please approve,1,1989,2017-12-26 16:27:31.580,
305,35,4,34,4,75000.0,,1,1998,2017-12-26 17:25:56.370,
306,35,14,35,10,200000.0,,1,1998,2017-12-26 17:26:24.187,
307,20,1,20,7,200000.0,"Dear Sir , For your approved ( available budget (-73 k) , this activity is 48k )",1,1426,2017-12-26 17:55:20.160,
308,65,13,65,4,10000.0,,1,1985,2017-12-26 18:32:51.017,
309,1,14,61,2,128000.0,,1,1987,2017-12-27 12:35:35.027,
310,46,7,46,1,250000.0,,1,1980,2017-12-27 16:18:30.107,
312,28,7,87,8,300000.0,,1,1993,2017-12-28 11:39:00.907,
313,28,7,28,6,50000.0,,1,1993,2017-12-28 12:14:52.763,
314,14,10,57,10,300000.0,,1,835,2017-12-28 13:00:17.833,
315,52,13,52,10,100000.0,please approve,1,1974,2017-12-28 14:22:00.520,
316,54,14,54,10,50000.0,please approve,1,1974,2017-12-28 14:22:56.200,
317,13,3,13,2,150000.0,please approve,1,1974,2017-12-28 14:24:32.360,
318,9,2,9,10,200000.0,,1,1426,2017-12-28 14:28:31.507,
319,9,2,9,10,300000.0,,1,1426,2017-12-28 14:28:56.253,
320,9,2,9,10,200000.0,,1,1426,2017-12-28 14:29:26.207,
321,11,1,11,10,20000.0,,1,1426,2017-12-28 14:30:08.873,
322,20,1,20,10,20000.0,,1,1426,2017-12-28 14:30:34.570,
323,20,1,20,10,20000.0,,1,1426,2017-12-28 14:30:56.647,
324,14,10,57,9,100000.0,,1,835,2017-12-28 14:52:16.763,
325,52,8,52,7,100000.0,please approve,1,1974,2017-12-28 16:35:24.573,
326,4,6,4,5,200000.0,for AHA / ACC Guideline reprints,1,2135,2017-12-28 23:13:05.010,
327,52,4,52,9,20000.0,please approve,1,1974,2017-12-29 17:24:02.490,
328,54,7,54,10,50000.0,please approve,1,1974,2018-01-01 10:30:11.123,
329,20,1,20,10,150000.0,,1,1989,2018-01-01 11:53:55.703,
330,9,1,9,9,150000.0,,1,1989,2018-01-01 11:54:30.643,
331,11,1,11,9,50000.0,,1,1989,2018-01-01 11:54:58.127,
332,37,13,53,13,200000.0,,1,1978,2018-01-01 14:52:47.857,
333,27,7,27,2,50000.0,"Laptop Bags as souvenir for Doctors, Ortho Workshop at SMBBU (Larkana)",1,1986,2018-01-02 20:37:36.557,
334,3,7,3,10,50000.0,,1,1993,2018-01-03 10:59:32.670,
335,28,7,87,10,100000.0,,1,1993,2018-01-03 11:00:02.040,
336,13,3,13,6,20000.0,please approve,1,1974,2018-01-03 11:38:04.060,
337,28,7,87,9,100000.0,,1,1993,2018-01-03 15:42:47.317,
338,15,7,15,13,1000000.0,urgent approval.,1,868,2018-01-03 15:56:30.453,
339,60,10,60,9,50000.0,,1,1995,2018-01-04 11:31:19.133,
340,27,4,27,5,50000.0,For PDA: Budget Deficit (PR # 307),1,1986,2018-01-04 22:12:46.513,
341,9,1,9,9,50000.0,,1,1989,2018-01-05 16:01:11.660,
342,15,7,15,14,2000000.0,,1,868,2018-01-05 16:06:35.510,
343,23,10,22,8,150000.0,,1,2090,2018-01-05 16:27:25.777,
344,34,14,34,8,125000.0,,1,2090,2018-01-05 16:29:24.690,
345,13,3,13,13,70000.0,please approve,1,1974,2018-01-08 09:37:00.537,
346,54,14,54,10,50000.0,please approve,1,1974,2018-01-08 09:38:17.300,
347,9,3,9,13,200000.0,,1,1426,2018-01-08 10:43:03.620,
348,9,3,9,2,900000.0,Relaxing messager cost,1,1426,2018-01-08 10:44:13.687,
349,20,13,20,10,40000.0,,1,1426,2018-01-08 10:45:35.627,
350,61,10,61,2,180398.0,,1,1987,2018-01-08 11:50:38.160,
351,61,13,61,2,55169.0,,1,1987,2018-01-08 11:51:01.640,
352,1,1,61,2,135150.0,,1,1987,2018-01-08 11:51:21.230,
353,1,13,61,2,105897.0,,1,1987,2018-01-08 11:51:51.230,
354,1,14,61,2,48385.0,,1,1987,2018-01-08 11:52:21.603,
355,13,3,52,7,270000.0,please approve,1,1974,2018-01-08 12:00:56.100,
356,66,10,66,13,50000.0,,1,1995,2018-01-08 18:32:06.917,
