RequestTransferBudgetId,FromProductId,FromGLHeadId,ToProductId,ToGLHeadId,Amount,Remarks,StatusId,CreatedBy,CreatedDate,SendToFLMDate
4840,24,9,51,7,500000.0,,1,2020,2024-02-23 22:57:13.110,
4841,102,3,102,10,400000.0,,1,3322,2024-02-26 10:34:07.910,
4842,102,3,102,9,200000.0,,1,3322,2024-02-26 11:59:48.930,
4843,24,8,51,7,1000000.0,Budget transfer,1,1980,2024-02-26 12:25:20.843,
4844,24,14,51,7,5000000.0,budget tran,1,1980,2024-02-26 12:25:46.080,
4845,49,7,51,14,1000000.0,budget transfer Feb 2024,1,1980,2024-02-26 12:26:34.497,
4846,153,8,51,7,1000000.0,,1,1980,2024-02-26 12:27:01.233,
4847,47,10,47,9,16000.0,,1,5660,2024-02-27 10:06:30.523,
4848,112,234,112,9,50000.0,,1,5660,2024-02-27 10:07:31.923,
4849,47,10,47,9,20000.0,,1,3322,2024-02-27 10:21:28.793,
4850,60,1,60,10,10000.0,,1,2338,2024-02-27 11:13:22.120,
4851,149,14,149,9,400000.0,,1,3322,2024-02-27 11:16:33.557,
4852,51,10,172,8,1000000.0,Budget required for LUTS Explore Trials & WKD,1,5611,2024-02-27 15:18:43.547,
4853,180,13,180,7,26734.0,,1,3900,2024-02-27 15:23:24.553,
4854,180,10,180,7,103451.0,,1,3900,2024-02-27 15:23:42.570,
4855,180,7,181,7,248425.0,,1,3900,2024-02-27 15:24:22.067,
4856,41,14,41,3,300000.0,Internal budget transfer same product,1,8859,2024-02-27 16:37:00.093,
4857,159,234,159,2,56000.0,,1,8620,2024-02-27 16:39:59.683,
4858,29,14,29,9,150000.0,,1,8620,2024-02-27 17:05:21.927,
4859,49,7,49,13,200000.0,,1,1912,2024-02-27 17:40:40.080,
4860,28,234,28,13,200000.0,,1,5618,2024-02-27 18:05:51.797,
4861,27,14,27,10,115000.0,,1,546,2024-02-28 10:44:35.310,
4862,51,10,51,14,130000.0,,1,546,2024-02-28 10:46:13.497,
4863,51,7,51,14,3000000.0,,1,546,2024-02-28 10:47:00.203,
4864,51,10,51,14,608000.0,,1,546,2024-02-28 10:48:03.897,
4865,51,7,51,14,599122.0,,1,546,2024-02-28 10:49:09.337,
4866,49,10,49,9,250000.0,,1,3322,2024-02-28 11:51:14.797,
4867,41,14,41,8,150000.0,,1,3322,2024-02-28 12:16:11.750,
4868,51,7,16,2,1000000.0,Budget required for G80 campaign,1,5611,2024-02-28 17:10:52.623,
4869,20,13,20,7,200000.0,,1,7308,2024-02-29 11:03:35.340,
4870,52,14,52,13,200000.0,,1,3322,2024-02-29 16:31:22.130,
4871,215,7,215,13,200000.0,,1,3322,2024-02-29 16:38:10.013,
4872,24,14,24,9,200000.0,,1,3322,2024-02-29 17:00:01.903,
4873,50,10,50,9,250000.0,,1,3322,2024-03-01 10:16:06.957,
4874,52,2,52,8,120000.0,,1,3322,2024-03-04 14:29:13.010,
4875,52,2,52,9,150000.0,,1,3322,2024-03-04 14:51:07.827,
4876,52,1,52,10,200000.0,,1,3322,2024-03-04 15:33:57.397,
4877,181,7,181,13,1000000.0,,1,3900,2024-03-04 16:04:14.017,
4878,181,7,181,9,500000.0,,1,3900,2024-03-04 16:07:32.857,
4879,181,7,181,10,500000.0,,1,3900,2024-03-04 16:08:02.787,
4880,151,14,151,13,250000.0,,1,3322,2024-03-04 16:44:46.387,
4881,151,14,151,8,250000.0,,1,3322,2024-03-04 16:51:29.703,
4882,49,14,49,9,100000.0,,1,7413,2024-03-04 16:54:30.050,
4883,24,14,24,9,200000.0,,1,7413,2024-03-04 16:54:52.240,
4884,153,14,153,9,100000.0,,1,7413,2024-03-04 16:55:06.393,
4885,151,14,151,9,300000.0,,1,3322,2024-03-04 17:17:17.360,
4886,151,14,151,10,30000.0,,1,3322,2024-03-04 17:19:49.720,
4887,112,4,112,7,180000.0,,1,5660,2024-03-05 02:03:01.353,
4888,178,14,178,7,200000.0,,1,5660,2024-03-05 02:06:46.690,
4889,112,234,112,3,95000.0,,1,5660,2024-03-05 02:11:28.527,
4890,181,7,181,10,500000.0,,1,3322,2024-03-05 09:58:23.177,
4891,28,4,28,7,500000.0,,1,5618,2024-03-06 10:19:03.337,
4892,28,234,28,7,500000.0,,1,5618,2024-03-06 10:19:21.720,
4893,41,10,41,9,200000.0,,1,3322,2024-03-06 15:57:39.477,
4894,13,2,13,8,200000.0,,1,2755,2024-03-07 12:19:48.127,
4895,172,8,172,7,500000.0,,1,5611,2024-03-08 16:55:11.757,
4896,49,7,49,3,100000.0,,1,1912,2024-03-11 16:57:37.373,
4897,49,14,49,3,100000.0,,1,1912,2024-03-11 16:58:59.267,
4898,47,234,47,9,50000.0,,1,5660,2024-03-12 09:45:00.823,
4899,28,1,28,13,500000.0,,1,5618,2024-03-12 11:13:21.637,
4900,64,7,64,8,4000.0,,1,7411,2024-03-12 12:10:16.800,
4901,24,14,24,10,300000.0,,1,7413,2024-03-12 12:35:52.100,
4902,123,14,123,5,20000.0,,1,2052,2024-03-12 13:23:55.710,
4903,1,14,1,9,500000.0,,1,8803,2024-03-12 13:59:47.743,
4904,1,14,1,3,500000.0,,1,8803,2024-03-12 14:01:10.143,
4905,159,7,29,7,191031.0,,1,8620,2024-03-12 14:08:49.730,
4906,159,3,29,7,45757.0,,1,8620,2024-03-12 14:09:44.077,
4907,-159,-10,-29,-7,361423.0,,1,8620,2024-03-12 14:10:26.943,
4908,159,14,29,7,305970.0,,1,8620,2024-03-12 14:11:07.930,
4909,159,13,29,13,93165.0,,1,8620,2024-03-12 14:11:53.640,
4910,159,2,29,14,15900.0,,1,8620,2024-03-12 14:13:07.957,
4911,49,7,49,13,100000.0,,1,1912,2024-03-12 17:06:39.553,
4912,41,14,41,3,200000.0,Internal budget transfer,1,8859,2024-03-13 10:23:35.857,
4913,49,7,49,13,200000.0,,1,1912,2024-03-13 12:34:02.477,
4914,24,7,24,13,200000.0,,1,1912,2024-03-13 12:34:25.633,
4915,41,14,41,7,669000.0,,1,8620,2024-03-13 12:36:50.727,
4916,41,10,41,7,625000.0,,1,8620,2024-03-13 12:37:27.930,
4917,47,234,47,7,95000.0,,1,5660,2024-03-13 12:38:35.430,
4918,47,6,47,7,9000.0,,1,5660,2024-03-13 12:38:50.633,
4919,153,14,153,10,100000.0,,1,7413,2024-03-14 11:11:56.053,
4920,123,14,123,7,600000.0,,1,3322,2024-03-14 14:39:09.940,
4921,181,13,181,9,100000.0,,1,3900,2024-03-14 14:52:37.887,
4922,41,4,41,9,300000.0,,1,3322,2024-03-14 16:25:30.937,
4923,51,10,51,7,600000.0,,1,546,2024-03-15 11:43:23.673,
4924,49,7,49,9,100000.0,,1,1912,2024-03-15 12:10:33.257,
4925,49,14,49,7,100000.0,,1,1912,2024-03-15 13:01:59.343,
4926,24,234,24,7,489000.0,,1,7413,2024-03-15 14:19:06.670,
4927,96,7,96,10,20000.0,,1,1912,2024-03-15 14:29:50.563,
4928,153,14,153,7,50000.0,,1,1912,2024-03-15 14:48:41.780,
4929,64,15,64,3,50000.0,,1,7411,2024-03-15 14:52:38.843,
4930,153,14,153,9,30000.0,,1,1912,2024-03-15 14:54:22.440,
4931,64,15,64,13,70000.0,,1,3322,2024-03-15 16:05:41.360,
4932,24,7,24,13,50000.0,,1,1912,2024-03-15 16:22:11.963,
4933,49,7,49,13,100000.0,,1,1912,2024-03-15 16:23:55.223,
4934,29,7,151,7,1700000.0,budget transfer,1,2111,2024-03-15 16:26:25.143,
4935,64,15,64,13,350000.0,,1,3322,2024-03-15 16:42:38.797,
4936,64,15,64,9,55000.0,,1,3322,2024-03-15 16:45:09.557,
4937,28,2,28,7,500000.0,,1,5618,2024-03-18 10:46:09.380,
4938,32,2,32,9,50000.0,,1,5618,2024-03-18 12:05:11.437,
4939,151,7,151,10,150000.0,,1,3322,2024-03-18 12:07:50.233,
4940,24,7,24,9,100000.0,,1,1912,2024-03-18 12:16:10.170,
4941,112,2,112,9,50000.0,,1,3322,2024-03-18 12:33:48.533,
4942,50,13,50,9,250000.0,,1,3322,2024-03-18 12:34:15.970,
4943,164,7,164,8,1000000.0,,1,812,2024-03-18 12:41:04.447,
4944,64,15,64,8,200000.0,,1,3322,2024-03-18 13:03:07.733,
4945,151,7,151,13,1000000.0,,1,5627,2024-03-18 13:32:16.820,
4946,64,15,64,7,115000.0,,1,7411,2024-03-18 14:20:07.803,
4947,64,15,64,3,115000.0,,1,7411,2024-03-18 14:22:48.663,
4948,153,3,153,7,400000.0,,1,7413,2024-03-18 15:19:27.673,
4949,64,3,64,7,150000.0,,1,7411,2024-03-18 16:36:17.373,
4950,64,15,64,7,100000.0,,1,7411,2024-03-18 16:36:38.487,
4951,64,8,64,7,200000.0,,1,7411,2024-03-18 16:38:42.867,
4952,52,14,215,7,300000.0,,1,7308,2024-03-18 17:21:23.513,
4953,181,10,181,9,100000.0,,1,3900,2024-03-19 10:15:22.220,
4954,181,13,181,7,300000.0,,1,3900,2024-03-19 10:15:35.253,
4955,50,13,50,9,250000.0,,1,3322,2024-03-19 11:30:02.740,
4956,28,5,28,13,300000.0,,1,5618,2024-03-19 11:41:22.840,
4957,64,15,64,10,50000.0,,1,3322,2024-03-19 11:53:02.913,
4958,64,15,64,8,160000.0,,1,3322,2024-03-19 11:57:56.320,
4959,64,15,64,9,60000.0,,1,3322,2024-03-19 12:00:51.310,
4960,28,4,28,7,100000.0,,1,5618,2024-03-19 13:20:01.227,
4961,181,13,181,7,138200.0,,1,3900,2024-03-19 14:44:29.930,
4962,181,1,181,7,112.0,,1,3900,2024-03-19 14:44:45.420,
4963,181,2,181,7,681.0,,1,3900,2024-03-19 14:45:01.320,
4964,181,10,181,7,78600.0,,1,3900,2024-03-19 14:45:32.073,
4965,50,234,50,6,100000.0,,1,5660,2024-03-19 14:58:53.507,
4966,50,10,50,2,1500000.0,,1,5660,2024-03-19 15:06:17.763,
4967,112,1,112,7,50000.0,,1,5660,2024-03-19 15:09:04.670,
4968,112,5,112,7,80000.0,,1,5660,2024-03-19 15:09:22.140,
4969,112,2,112,7,30000.0,,1,5660,2024-03-19 15:09:40.733,
4970,112,9,112,7,40000.0,,1,5660,2024-03-19 15:09:55.960,
4971,112,10,112,3,10000.0,,1,5660,2024-03-19 15:15:55.107,
4972,215,7,215,10,50000.0,,1,3358,2024-03-19 15:39:07.163,
4973,116,14,116,3,100000.0,,1,8803,2024-03-19 15:40:31.463,
4974,112,14,112,3,500.0,,1,5660,2024-03-19 15:50:01.883,
4975,112,14,112,3,4700.0,,1,5660,2024-03-19 15:50:47.453,
4976,49,14,49,13,100000.0,,1,1912,2024-03-19 15:52:04.550,
4977,24,14,24,13,200000.0,,1,1912,2024-03-19 15:52:23.243,
4978,49,14,49,13,100000.0,,1,1912,2024-03-19 15:52:47.587,
4979,151,13,151,8,100000.0,Budget transfer for activity relevant GL,1,2718,2024-03-19 16:03:22.740,
4980,153,14,153,13,200000.0,,1,1912,2024-03-20 10:32:08.760,
4981,49,14,49,14,200000.0,,1,1912,2024-03-20 10:32:21.463,
4982,123,14,123,10,300000.0,for RIC Echo cardio repair,1,2052,2024-03-20 12:11:07.793,
4983,123,14,123,7,600000.0,On Mateen shaikhani sb request,1,2052,2024-03-20 12:31:10.613,
4984,112,7,112,2,10000.0,,1,5660,2024-03-20 13:53:09.433,
4985,64,10,64,3,20000.0,,1,7411,2024-03-20 14:12:09.560,
4986,64,13,64,3,8000.0,,1,7411,2024-03-20 14:12:31.500,
4987,64,15,64,2,65000.0,,1,2887,2024-03-20 17:31:02.313,
4988,64,15,64,13,120000.0,,1,3322,2024-03-21 11:41:23.463,
4989,151,13,151,7,200000.0,Budget transfer for activity relevant GL,1,2718,2024-03-21 12:56:12.417,
4990,16,2,16,7,200000.0,,1,5611,2024-03-21 13:02:26.797,
4991,16,2,16,7,300000.0,,1,5611,2024-03-21 13:03:12.727,
4992,49,14,49,7,100000.0,,1,1912,2024-03-21 13:51:23.053,
4993,151,7,151,10,100000.0,,1,3322,2024-03-21 15:43:49.940,
4994,24,14,24,7,200000.0,,1,1912,2024-03-22 02:13:39.883,
4995,49,14,49,7,200000.0,,1,1912,2024-03-22 02:13:56.007,
4996,153,14,153,7,200000.0,,1,1912,2024-03-22 02:14:18.123,
4997,24,8,24,7,200000.0,,1,1912,2024-03-22 02:18:17.563,
4998,24,8,24,5,200000.0,,1,1912,2024-03-22 02:18:34.733,
4999,49,8,49,5,200000.0,,1,1912,2024-03-22 02:18:49.383,
5000,153,8,153,5,200000.0,,1,1912,2024-03-22 02:19:13.643,
5001,64,15,64,3,15000.0,,1,7411,2024-03-22 03:05:08.663,
5002,24,8,24,7,100000.0,,1,3322,2024-03-22 10:47:03.777,
5003,24,2,24,7,100000.0,,1,3322,2024-03-22 10:47:17.587,
5004,64,15,64,10,80000.0,,1,3322,2024-03-22 10:59:26.067,
5005,172,8,172,13,50000.0,,1,5611,2024-03-22 11:08:01.680,
5006,172,3,172,13,250000.0,,1,5611,2024-03-22 11:09:52.787,
5007,172,234,172,13,48000.0,,1,5611,2024-03-22 11:10:38.993,
5008,64,15,64,13,200000.0,,1,7411,2024-03-22 11:20:54.447,
5009,64,15,64,9,80000.0,,1,3322,2024-03-22 12:05:05.747,
5010,64,15,64,7,200000.0,,1,3322,2024-03-22 12:09:18.277,
5011,11,2,11,8,120000.0,,1,3322,2024-03-22 12:14:12.893,
5012,64,15,64,9,50000.0,,1,3322,2024-03-22 12:14:31.657,
5013,64,15,64,8,500000.0,,1,3322,2024-03-22 12:20:39.727,
5014,64,15,64,10,150000.0,,1,3322,2024-03-22 12:43:25.037,
5015,64,15,64,7,100000.0,,1,7411,2024-03-22 12:56:36.267,
5016,11,2,215,7,800000.0,,1,7308,2024-03-22 15:30:57.967,
5017,11,2,215,13,900000.0,,1,7308,2024-03-22 15:31:48.580,
5018,49,8,49,7,200000.0,,1,1912,2024-03-22 16:05:09.713,
5019,15,13,15,8,70000.0,,1,3322,2024-03-22 16:30:57.220,
5020,29,13,29,7,100000.0,internal budget transfer,1,8859,2024-03-22 16:32:36.667,
5021,15,234,15,8,100000.0,,1,3322,2024-03-22 16:39:43.220,
5022,28,5,28,13,500000.0,,1,3322,2024-03-25 11:14:15.570,
5023,24,8,24,7,100000.0,,1,1912,2024-03-25 13:16:23.250,
5024,41,7,41,14,30000.0,Internal budget transfer,1,8859,2024-03-25 14:17:16.313,
5025,29,13,29,8,260000.0,,1,3322,2024-03-26 10:59:24.533,
5026,52,1,52,9,200000.0,,1,3322,2024-03-26 11:19:04.553,
5027,123,14,123,7,400000.0,,1,3322,2024-03-26 11:31:47.457,
5028,64,15,64,9,200000.0,,1,7411,2024-03-26 13:01:50.343,
5029,51,3,51,7,231000.0,,1,546,2024-03-26 13:10:00.233,
5030,151,13,151,7,50000.0,,1,8617,2024-03-26 13:45:16.107,
5031,29,13,41,14,400000.0,Internal budget transfer,1,8859,2024-03-26 14:20:26.933,
5032,151,14,151,13,90000.0,,1,8617,2024-03-26 14:24:17.457,
5033,29,13,41,14,600000.0,Internal budget transfer,1,8859,2024-03-26 14:32:14.167,
5034,151,9,151,7,120000.0,,1,8617,2024-03-26 14:36:54.040,
5035,64,15,64,7,250000.0,,1,7411,2024-03-26 14:39:52.077,
5036,151,9,151,3,70000.0,,1,8617,2024-03-26 14:41:26.237,
5037,151,8,151,3,120000.0,,1,8617,2024-03-26 14:41:54.253,
5038,151,2,151,3,150000.0,,1,8617,2024-03-26 14:43:33.777,
5039,41,234,41,14,400000.0,Internal budget transfer,1,8859,2024-03-26 14:46:28.447,
5040,64,15,64,13,300000.0,,1,3322,2024-03-26 15:45:20.663,
5041,64,15,64,9,200000.0,,1,3322,2024-03-27 10:45:51.827,
5042,64,15,64,10,300000.0,,1,3322,2024-03-27 10:54:02.627,
5043,49,2,49,7,300000.0,,1,7413,2024-03-27 10:56:56.480,
5044,49,2,49,9,200000.0,,1,7413,2024-03-27 10:57:23.670,
5045,24,2,24,10,150000.0,,1,7413,2024-03-27 10:58:06.167,
5046,153,14,153,10,200000.0,,1,7413,2024-03-27 10:59:23.240,
5047,64,15,64,13,400000.0,,1,3322,2024-03-27 11:03:00.787,
5048,49,9,49,13,150000.0,,1,7413,2024-03-27 11:25:50.000,
5049,24,1,24,13,150000.0,,1,7413,2024-03-27 11:26:23.713,
5050,108,1,108,13,500000.0,,1,812,2024-03-27 11:55:24.287,
5051,29,14,29,7,20000.0,,1,3322,2024-03-27 12:00:02.233,
5052,41,2,41,7,10000.0,,1,3322,2024-03-27 12:01:55.050,
5053,153,2,153,13,150000.0,,1,7413,2024-03-27 12:30:19.890,
5054,164,14,164,10,100000.0,,1,812,2024-03-27 12:32:04.853,
5055,153,2,153,9,150000.0,,1,7413,2024-03-27 13:06:51.627,
5056,32,2,32,13,30000.0,,1,2338,2024-03-27 13:40:35.257,
5057,151,2,151,7,200000.0,,1,8617,2024-03-27 14:36:17.290,
5058,49,4,24,7,200000.0,,1,7413,2024-03-27 16:49:52.037,
5059,151,2,151,7,10000.0,,1,3322,2024-03-28 11:33:22.037,
5060,41,4,41,7,290000.0,,1,8620,2024-03-28 12:10:38.213,
5061,153,7,153,13,100000.0,,1,1912,2024-03-28 13:54:04.573,
5062,64,15,64,13,100000.0,,1,3322,2024-03-28 15:47:36.823,
5063,64,15,64,10,100000.0,,1,3322,2024-03-28 15:50:09.423,
5064,50,2,50,7,100000.0,,1,9111,2024-03-29 11:12:19.317,
5065,181,7,181,13,155000.0,,1,3900,2024-03-29 11:45:36.207,
5066,181,7,181,10,20000.0,,1,3900,2024-03-29 11:52:47.973,
5067,181,13,181,9,150000.0,,1,3900,2024-03-29 11:54:26.327,
5068,64,15,64,7,50000.0,,1,3322,2024-03-29 12:09:16.327,
5069,41,1,41,3,300000.0,Internal budget transfer,1,8859,2024-03-29 12:27:08.440,
5070,64,15,64,8,200000.0,,1,3322,2024-03-29 12:34:38.700,
5071,49,7,49,13,200000.0,,1,1912,2024-03-29 12:52:36.060,
5072,96,7,96,13,60000.0,,1,1912,2024-03-29 12:52:55.460,
5073,50,2,50,3,100000.0,,1,5660,2024-03-29 13:00:22.120,
5074,49,1,49,13,200000.0,,1,1912,2024-03-29 13:56:37.757,
5075,49,1,49,13,200000.0,,1,1912,2024-03-29 14:48:46.843,
5076,50,10,50,9,100000.0,,1,3322,2024-03-29 15:33:43.847,
5077,24,7,24,13,100000.0,,1,1912,2024-03-29 15:57:37.803,
5078,24,1,24,13,100000.0,,1,1912,2024-03-29 15:58:33.753,
5079,123,14,123,9,50000.0,,1,3322,2024-03-29 16:02:54.930,
5080,123,14,123,9,50000.0,,1,3322,2024-03-29 16:03:26.713,
5081,181,7,181,13,60000.0,,1,3322,2024-03-29 16:13:17.540,
5082,123,14,123,10,210000.0,For PSSHMC Mzg activity,1,2052,2024-03-29 21:25:15.663,
5083,112,7,112,3,20000.0,,1,5660,2024-04-01 10:43:15.020,
5084,50,2,50,7,300000.0,,1,9111,2024-04-01 12:42:17.293,
5085,64,15,64,7,1200000.0,,1,7411,2024-04-01 14:48:29.930,
5086,64,15,64,9,500000.0,,1,3322,2024-04-01 15:02:42.860,
5087,28,1,28,13,200000.0,,1,2338,2024-04-01 16:28:45.963,
5088,28,10,28,13,500000.0,,1,3322,2024-04-01 16:48:29.370,
5089,131,14,131,13,500000.0,,1,3322,2024-04-01 16:48:57.347,
5090,152,14,152,13,500000.0,,1,3322,2024-04-01 16:49:27.140,
5091,64,15,64,1,68000.0,,1,7411,2024-04-01 19:02:41.527,
5092,16,5,16,9,300000.0,,1,5611,2024-04-02 11:07:44.410,
5093,215,13,215,10,50000.0,,1,3322,2024-04-02 12:17:02.550,
5094,215,13,215,10,100000.0,,1,3322,2024-04-02 12:18:51.137,
5095,64,15,64,3,300000.0,,1,2090,2024-04-02 13:36:25.923,
5096,49,234,24,7,345000.0,,1,7413,2024-04-02 14:37:23.183,
5097,49,4,24,7,370000.0,,1,7413,2024-04-02 14:38:00.577,
5098,64,15,64,7,200000.0,,1,7411,2024-04-02 15:09:36.653,
5099,181,7,181,13,600000.0,,1,3900,2024-04-03 12:05:02.507,
5100,123,14,123,7,1000000.0,,1,3322,2024-04-03 12:35:45.367,
5101,112,3,112,7,26000.0,,1,5660,2024-04-03 15:45:14.657,
5102,16,2,16,7,250000.0,,1,546,2024-04-04 16:29:20.933,
5103,16,8,16,13,165000.0,,1,546,2024-04-04 16:30:18.007,
5104,151,14,151,7,600000.0,,1,8617,2024-04-04 23:37:15.540,
5105,64,15,64,7,50000.0,,1,7411,2024-04-05 10:49:50.280,
5106,64,3,64,7,288000.0,,1,7411,2024-04-05 10:51:50.997,
5107,64,15,64,7,200000.0,,1,7411,2024-04-05 10:52:39.313,
5108,64,15,64,7,30000.0,,1,7411,2024-04-05 10:53:12.953,
5109,181,13,181,7,100000.0,,1,3322,2024-04-05 12:29:43.443,
5110,64,15,64,9,400000.0,,1,3322,2024-04-05 14:38:38.003,
5111,111,13,111,9,100000.0,,1,3322,2024-04-05 15:26:47.630,
5112,172,7,172,8,25000.0,,1,5611,2024-04-09 16:28:47.343,
5113,47,2,47,9,50000.0,,1,3322,2024-04-15 10:06:06.297,
5114,112,2,112,9,50000.0,,1,3322,2024-04-15 10:06:35.367,
5115,50,10,50,9,200000.0,,1,3322,2024-04-15 10:07:06.373,
5116,112,14,112,13,100000.0,,1,3322,2024-04-15 10:09:32.883,
5117,16,2,16,9,100000.0,,1,3322,2024-04-15 10:28:27.253,
5118,172,7,172,9,150000.0,,1,3322,2024-04-15 10:32:46.203,
5119,16,5,16,13,60000.0,,1,3322,2024-04-15 10:44:57.947,
5120,16,8,16,4,100000.0,,1,3322,2024-04-15 12:02:12.337,
5121,187,194,181,7,68097.0,,1,3900,2024-04-15 16:25:07.803,
5122,181,194,181,7,68104.0,,1,3900,2024-04-15 16:25:51.657,
5123,16,7,16,8,29000.0,,1,5611,2024-04-15 16:29:37.953,
5124,16,3,16,8,182000.0,,1,5611,2024-04-15 16:30:02.913,
5125,16,9,16,8,59000.0,,1,5611,2024-04-15 16:30:29.073,
5126,16,2,16,8,143000.0,,1,5611,2024-04-15 16:30:55.843,
5127,16,5,16,8,102000.0,,1,5611,2024-04-15 16:32:18.993,
5128,172,14,172,5,93000.0,,1,5611,2024-04-15 16:38:40.953,
5129,172,1,172,5,44000.0,,1,5611,2024-04-15 16:39:06.393,
5130,47,2,47,1,50000.0,,1,5660,2024-04-16 11:40:22.363,
5131,146,13,146,7,590000.0,,1,7411,2024-04-16 14:52:02.730,
5132,123,14,44,26,2237000.0,email approval,1,2054,2024-04-17 11:31:38.100,
5133,27,10,27,9,55172.0,,1,546,2024-04-17 12:10:13.917,
5134,27,7,27,9,55341.0,,1,546,2024-04-17 12:11:06.580,
5135,27,13,27,9,4143.0,,1,546,2024-04-17 12:12:01.903,
5136,27,5,27,9,3250.0,,1,546,2024-04-17 12:16:42.247,
5137,60,1,60,9,50000.0,,1,3322,2024-04-19 09:41:36.710,
5138,27,9,27,13,60000.0,,1,3322,2024-04-19 10:12:30.933,
5139,51,10,51,7,150000.0,,1,3322,2024-04-19 16:33:26.947,
5140,49,234,49,9,250000.0,,1,7413,2024-04-22 10:53:37.590,
5141,181,7,181,3,1000.0,,1,3900,2024-04-22 12:38:03.473,
5142,151,3,151,8,200000.0,,1,3322,2024-04-22 16:42:44.483,
5143,181,7,181,9,200000.0,,1,3900,2024-04-22 17:10:33.957,
5144,151,13,151,9,122000.0,,1,8617,2024-04-22 17:43:16.053,
5145,151,2,151,9,300000.0,,1,8617,2024-04-22 17:44:28.930,
5146,111,10,111,7,550000.0,Budget transfer for activity relevant GL,1,2718,2024-04-22 18:07:14.270,
5147,111,13,111,7,100000.0,Budget transfer for activity relevant GL,1,2718,2024-04-22 18:07:35.243,
5148,151,2,151,7,250000.0,,1,8617,2024-04-22 18:10:29.893,
5149,50,7,50,3,500000.0,,1,5660,2024-04-23 15:38:50.480,
5150,181,7,181,13,100000.0,,1,3900,2024-04-23 16:08:14.837,
5151,181,7,181,10,100000.0,,1,3900,2024-04-23 16:08:25.097,
5152,47,1,47,9,25000.0,,1,3322,2024-04-23 16:45:39.690,
5153,47,1,47,9,25000.0,,1,3322,2024-04-23 16:46:27.490,
5154,50,4,50,9,40000.0,,1,3322,2024-04-23 16:48:52.340,
5155,123,14,123,7,500000.0,for RIPHAH activity,1,2052,2024-04-23 17:17:05.783,
5156,123,14,123,7,400000.0,for RIPHAH activity,1,2052,2024-04-23 17:19:27.070,
5157,112,234,112,7,35000.0,,1,5660,2024-04-23 17:55:02.687,
5158,112,1,112,7,36000.0,,1,5660,2024-04-23 17:55:21.000,
5159,24,14,24,7,600000.0,,1,7413,2024-04-23 19:07:26.087,
5160,151,8,151,7,100000.0,,1,8617,2024-04-24 10:54:59.663,
5161,181,7,181,9,125976.0,,1,3900,2024-04-24 10:58:54.437,
5162,181,7,181,13,88277.0,,1,3900,2024-04-24 10:59:11.760,
5163,16,4,16,5,15000.0,,1,5611,2024-04-24 15:27:58.443,
5164,49,7,49,5,250000.0,,1,3322,2024-04-26 12:46:47.560,
5165,24,14,24,5,250000.0,,1,3322,2024-04-26 12:47:12.543,
5166,149,14,149,7,4000000.0,,1,5618,2024-04-30 15:03:03.010,
5167,24,7,24,2,100000.0,,1,1912,2024-04-30 17:12:34.733,
5168,24,7,24,2,100000.0,,1,1912,2024-04-30 17:13:56.667,
5169,149,13,149,8,350000.0,,1,3322,2024-04-30 17:41:13.607,
5170,149,13,149,8,1000.0,,1,3322,2024-04-30 17:42:41.103,
5171,149,13,149,8,1000.0,,1,3322,2024-04-30 17:42:41.453,
5172,49,7,49,2,100000.0,,1,1912,2024-05-02 12:42:40.803,
5173,51,10,51,7,50000.0,,1,546,2024-05-02 12:51:59.950,
5174,112,2,112,6,50000.0,,1,5660,2024-05-02 16:49:29.017,
5175,112,6,112,3,50000.0,,1,5660,2024-05-02 17:22:29.273,
5176,112,234,112,3,30000.0,,1,5660,2024-05-02 17:22:51.797,
5177,123,14,44,195,400000.0,for EvoTalks as per reuqest of FS,1,2052,2024-05-03 12:33:40.847,
5178,149,1,149,15,105000.0,,1,2338,2024-05-06 14:52:41.333,
5179,16,1,16,7,5000.0,,1,5611,2024-05-07 10:05:16.293,
5180,16,5,16,7,2000.0,,1,5611,2024-05-07 10:05:38.140,
5181,16,8,16,7,43000.0,,1,5611,2024-05-07 10:06:00.170,
5182,16,4,16,7,5000.0,,1,5611,2024-05-07 10:31:38.897,
5183,15,14,15,8,218000.0,,1,812,2024-05-07 14:10:51.877,
5184,15,10,15,8,400000.0,,1,812,2024-05-07 14:11:18.460,
5185,149,3,149,8,600000.0,,1,3322,2024-05-07 16:18:15.400,
5186,111,4,111,7,100000.0,,1,8617,2024-05-08 14:33:30.957,
5187,111,4,111,7,100000.0,,1,8617,2024-05-08 14:35:36.920,
5188,123,14,123,7,500000.0,for RIPHAH activity,1,2052,2024-05-08 17:06:53.443,
5189,47,234,47,3,100000.0,,1,9111,2024-05-09 10:54:17.353,
5190,149,1,149,13,125000.0,,1,2338,2024-05-09 11:30:52.747,
5191,181,7,181,13,200000.0,,1,3322,2024-05-10 10:34:08.977,
5192,181,7,181,9,200000.0,,1,3322,2024-05-10 10:39:54.627,
5193,181,7,181,10,200000.0,,1,3322,2024-05-10 10:45:31.687,
5194,29,1,29,7,414551.0,,1,8620,2024-05-10 13:01:41.253,
5195,29,14,29,9,300000.0,,1,3322,2024-05-10 14:46:00.600,
5196,29,13,29,8,120000.0,,1,3322,2024-05-10 14:55:41.950,
5197,29,13,29,7,1367140.0,,1,8620,2024-05-10 16:27:03.680,
5198,159,10,41,7,21000.0,,1,8620,2024-05-10 16:32:34.903,
